sample	contig	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids	taxid	name
SRR6145058	k99_8519	deepbgc	0.1.0	deepbgc	k99_8519_55-1159.1	55	1159	1104	1	2	0	0.57982	NA	0.42	0.03	0.3	0.14	NA	0	0.09	0.07	0.31	0.27	0.03	0.29	k99_8519_k99_8519_1	NA	PF07714;PF00069	1170318	Cutibacterium avidum 44067
SRR6145058	k99_2593	deepbgc	0.1.0	deepbgc	k99_2593_0-1113.1	0	1113	1113	2	5	1	0.7445	antibacterial	0.62	0.17	0.08	0.48	NA	0.02	0.01	0.05	0.49	0.39	0	0.04	k99_2593_k99_2593_1;k99_2593_k99_2593_2	PF00891	PF02572;PF08704;PF00891;PF13847;PF13649	1747	Cutibacterium acnes
SRR6145058	k99_4999	deepbgc	0.1.0	deepbgc	k99_4999_0-192.1	0	192	192	1	1	1	0.60031	antibacterial	0.86	0.06	0.18	0.25	NA	0	0.09	0.12	0.33	0.2	0.03	0.29	k99_4999_k99_4999_1	PF00903	PF00903	1747	Cutibacterium acnes
SRR6145058	k99_959	deepbgc	0.1.0	deepbgc	k99_959_1153-1570.1	1153	1570	417	1	1	0	0.506	antibacterial	0.87	0.07	0.15	0.23	NA	0	0.08	0.09	0.33	0.21	0.04	0.32	k99_959_k99_959_2	NA	PF00293	1747	Cutibacterium acnes
SRR6145058	k99_11527	deepbgc	0.1.0	deepbgc	k99_11527_618-3782.1	618	3782	3164	3	5	0	0.60984	antibacterial	0.68	0.09	0.15	0.38	Polyketide	0	0.02	0.2	0.74	0.01	0.02	0.04	k99_11527_k99_11527_1;k99_11527_k99_11527_2;k99_11527_k99_11527_3	NA	PF00294;PF08543;PF14486;PF07690;PF13347	1747	Cutibacterium acnes
SRR6145058	k99_9408	deepbgc	0.1.0	deepbgc	k99_9408_1-1447.1	1	1447	1446	1	2	0	0.54707	antibacterial	0.87	0.06	0.18	0.26	NA	0	0.09	0.07	0.32	0.21	0.03	0.33	k99_9408_k99_9408_1	NA	PF01645;PF04898	1747	Cutibacterium acnes
SRR6145058	k99_2216	deepbgc	0.1.0	deepbgc	k99_2216_0-1575.1	0	1575	1575	1	1	1	0.57081	antibacterial	0.89	0.06	0.16	0.23	NA	0	0.03	0.29	0.12	0.39	0.01	0.18	k99_2216_k99_2216_1	PF04055	PF04055	1747	Cutibacterium acnes
SRR6145058	k99_1848	deepbgc	0.1.0	deepbgc	k99_1848_0-968.1	0	968	968	2	3	0	0.63669	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_1848_k99_1848_1;k99_1848_k99_1848_2	NA	PF02698;PF11823;PF14016	1747	Cutibacterium acnes
SRR6145058	k99_11836	deepbgc	0.1.0	deepbgc	k99_11836_2-1013.1	2	1013	1011	1	2	0	0.59345	antibacterial	0.85	0.06	0.18	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_11836_k99_11836_1	NA	PF06728;PF09594	1747	Cutibacterium acnes
SRR6145058	k99_6123	deepbgc	0.1.0	deepbgc	k99_6123_0-1032.1	0	1032	1032	2	2	1	0.59655	antibacterial	0.77	0.2	0.15	0.26	NA	0.12	0.05	0.09	0.3	0.17	0.03	0.29	k99_6123_k99_6123_1;k99_6123_k99_6123_2	PF00355	PF00355;PF00300	1234380	Cutibacterium acnes C1
SRR6145058	k99_6317	deepbgc	0.1.0	deepbgc	k99_6317_2-4679.1	2	4679	4677	1	1	0	0.60642	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_6317_k99_6317_1	NA	PF05593	1747	Cutibacterium acnes
SRR6145058	k99_8958	deepbgc	0.1.0	deepbgc	k99_8958_2-344.1	2	344	342	1	1	0	0.60431	antibacterial	0.74	0.05	0.26	0.21	NA	0.02	0.45	0.09	0.44	0.11	0.02	0.16	k99_8958_k99_8958_1	NA	PF00266	1747	Cutibacterium acnes
SRR6145058	k99_8958	deepbgc	0.1.0	deepbgc	k99_8958_1517-2504.1	1517	2504	987	1	1	0	0.54423	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.34	0.21	0.03	0.31	k99_8958_k99_8958_3	NA	PF01717	1747	Cutibacterium acnes
SRR6145058	k99_1985	deepbgc	0.1.0	deepbgc	k99_1985_1155-1701.1	1155	1701	546	1	1	0	0.61863	antibacterial	0.8	0.04	0.16	0.46	Polyketide	0	0	0.01	0.92	0.01	0.01	0.05	k99_1985_k99_1985_2	NA	PF07690	1747	Cutibacterium acnes
SRR6145058	k99_5996	deepbgc	0.1.0	deepbgc	k99_5996_2-1004.1	2	1004	1002	1	1	0	0.59435	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_5996_k99_5996_1	NA	PF03632	1747	Cutibacterium acnes
SRR6145058	k99_5629	deepbgc	0.1.0	deepbgc	k99_5629_1-2472.1	1	2472	2471	3	9	0	0.75185	antibacterial	0.78	0.15	0.07	0.08	RiPP	0	0.05	0.15	0.04	0.77	0	0	k99_5629_k99_5629_1;k99_5629_k99_5629_2;k99_5629_k99_5629_3	NA	PF01497;PF01032;PF00005;PF13555;PF00931;PF13191;PF13476;PF02463;PF13304	1747	Cutibacterium acnes
SRR6145058	k99_5316	deepbgc	0.1.0	deepbgc	k99_5316_2-1090.1	2	1090	1088	3	3	0	0.66261	antibacterial	0.8	0.14	0.17	0.27	NA	0.01	0.09	0.08	0.32	0.22	0.03	0.3	k99_5316_k99_5316_1;k99_5316_k99_5316_2;k99_5316_k99_5316_3	NA	PF05448;PF05448;PF00300	1234380	Cutibacterium acnes C1
SRR6145058	k99_2217	deepbgc	0.1.0	deepbgc	k99_2217_1-3487.1	1	3487	3486	5	8	1	0.60446	antibacterial	0.76	0.06	0.14	0.28	NA	0	0.07	0.25	0.24	0.21	0.03	0.25	k99_2217_k99_2217_1;k99_2217_k99_2217_2;k99_2217_k99_2217_3;k99_2217_k99_2217_4;k99_2217_k99_2217_5	PF01636	PF00481;PF13672;PF16697;PF00498;PF16697;PF00498;PF12401;PF01636	1747	Cutibacterium acnes
SRR6145058	k99_520	deepbgc	0.1.0	deepbgc	k99_520_0-396.1	0	396	396	1	1	0	0.53969	antibacterial	0.83	0.06	0.21	0.26	NA	0	0.05	0.19	0.28	0.2	0.03	0.3	k99_520_k99_520_1	NA	PF00486	1747	Cutibacterium acnes
SRR6145058	k99_522	deepbgc	0.1.0	deepbgc	k99_522_2-1013.1	2	1013	1011	1	1	1	0.57945	antibacterial	0.58	0.09	0.37	0.17	Other	0	0.18	0.5	0.13	0.06	0.01	0.14	k99_522_k99_522_1	PF00155	PF00155	1747	Cutibacterium acnes
SRR6145058	k99_10920	deepbgc	0.1.0	deepbgc	k99_10920_0-3515.1	0	3515	3515	3	3	0	0.59866	antibacterial	0.86	0.06	0.17	0.27	NA	0	0.08	0.07	0.31	0.19	0.08	0.31	k99_10920_k99_10920_1;k99_10920_k99_10920_2;k99_10920_k99_10920_3	NA	PF02867;PF00268;PF00480	1747	Cutibacterium acnes
SRR6145058	k99_10920	deepbgc	0.1.0	deepbgc	k99_10920_4350-4473.1	4350	4473	123	1	1	0	0.54029	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_10920_k99_10920_5	NA	PF00444	1747	Cutibacterium acnes
SRR6145058	k99_11594	deepbgc	0.1.0	deepbgc	k99_11594_2-1892.1	2	1892	1890	1	2	0	0.51007	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_11594_k99_11594_1	NA	PF04898;PF00310	1747	Cutibacterium acnes
SRR6145058	k99_11594	deepbgc	0.1.0	deepbgc	k99_11594_3343-7859.1	3343	7859	4516	7	7	0	0.58824	antibacterial	0.84	0.07	0.17	0.25	NA	0.04	0.1	0.09	0.32	0.19	0.02	0.29	k99_11594_k99_11594_4;k99_11594_k99_11594_5;k99_11594_k99_11594_6;k99_11594_k99_11594_7;k99_11594_k99_11594_8;k99_11594_k99_11594_9;k99_11594_k99_11594_10	NA	PF00291;PF00218;PF04131;PF09534;PF01502;PF11716;PF07398	1747	Cutibacterium acnes
SRR6145058	k99_8209	deepbgc	0.1.0	deepbgc	k99_8209_2-659.1	2	659	657	1	2	0	0.53409	antibacterial	0.85	0.06	0.15	0.26	NA	0.01	0.05	0.07	0.16	0.13	0.37	0.24	k99_8209_k99_8209_1	NA	PF13439;PF13579	1747	Cutibacterium acnes
SRR6145058	k99_6458	deepbgc	0.1.0	deepbgc	k99_6458_1-955.1	1	955	954	1	1	0	0.55886	antibacterial	0.86	0.07	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_6458_k99_6458_1	NA	PF01326	1747	Cutibacterium acnes
SRR6145058	k99_9587	deepbgc	0.1.0	deepbgc	k99_9587_2-1334.1	2	1334	1332	2	2	1	0.56724	antibacterial	0.55	0.03	0.46	0.13	Polyketide-Terpene	0	0.02	0.02	0.78	0	0.02	0.89	k99_9587_k99_9587_1;k99_9587_k99_9587_2	PF00348	PF00348;PF00590	1747	Cutibacterium acnes
SRR6145058	k99_1345	deepbgc	0.1.0	deepbgc	k99_1345_477-1155.1	477	1155	678	1	1	0	0.55204	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_1345_k99_1345_1	NA	PF02613	1747	Cutibacterium acnes
SRR6145058	k99_1345	deepbgc	0.1.0	deepbgc	k99_1345_1602-1971.1	1602	1971	369	1	1	0	0.50915	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_1345_k99_1345_3	NA	PF03454	1747	Cutibacterium acnes
SRR6145058	k99_8211	deepbgc	0.1.0	deepbgc	k99_8211_189-717.1	189	717	528	1	1	0	0.57517	antibacterial	0.87	0.06	0.17	0.26	NA	0.04	0.08	0.07	0.31	0.2	0.03	0.32	k99_8211_k99_8211_2	NA	PF11349	1747	Cutibacterium acnes
SRR6145058	k99_8899	deepbgc	0.1.0	deepbgc	k99_8899_133-2376.1	133	2376	2243	4	14	0	0.67401	antibacterial	0.69	0.1	0.18	0.11	RiPP	0	0.04	0.08	0.04	0.84	0.01	0	k99_8899_k99_8899_2;k99_8899_k99_8899_3;k99_8899_k99_8899_4;k99_8899_k99_8899_5	NA	PF01891;PF02553;PF02361;PF00005;PF13476;PF05783;PF13555;PF13521;PF13191;PF01935;PF12128;PF02463;PF05729;PF13304	1747	Cutibacterium acnes
SRR6145058	k99_6826	deepbgc	0.1.0	deepbgc	k99_6826_0-3641.1	0	3641	3641	5	8	1	0.58654	antibacterial	0.52	0.11	0.07	0.16	NA	0.13	0.04	0.43	0.16	0.12	0.04	0.13	k99_6826_k99_6826_1;k99_6826_k99_6826_2;k99_6826_k99_6826_3;k99_6826_k99_6826_4;k99_6826_k99_6826_5	PF00288	PF01026;PF00398;PF00288;PF08544;PF12802;PF01047;PF13463;PF00440	1747	Cutibacterium acnes
SRR6145058	k99_7577	deepbgc	0.1.0	deepbgc	k99_7577_202-331.1	202	331	129	1	1	0	0.54766	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_7577_k99_7577_1	NA	PF14110	1747	Cutibacterium acnes
SRR6145058	k99_7577	deepbgc	0.1.0	deepbgc	k99_7577_2178-2514.1	2178	2514	336	1	1	0	0.62064	antibacterial	0.83	0.1	0.17	0.24	NA	0	0.1	0.12	0.45	0.17	0.02	0.2	k99_7577_k99_7577_3	NA	PF13602	1747	Cutibacterium acnes
SRR6145058	k99_1656	deepbgc	0.1.0	deepbgc	k99_1656_2-233.1	2	233	231	1	1	0	0.5792	antibacterial	0.85	0.06	0.18	0.26	NA	0	0.09	0.09	0.32	0.2	0.04	0.32	k99_1656_k99_1656_1	NA	PF01262	1747	Cutibacterium acnes
SRR6145058	k99_8587	deepbgc	0.1.0	deepbgc	k99_8587_247-2911.1	247	2911	2664	2	2	0	0.54259	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_8587_k99_8587_2;k99_8587_k99_8587_3	NA	PF13088;PF13829	1747	Cutibacterium acnes
SRR6145058	k99_6772	deepbgc	0.1.0	deepbgc	k99_6772_1-664.1	1	664	663	1	1	0	0.56978	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.06	0.24	0.27	0.16	0.03	0.29	k99_6772_k99_6772_1	NA	PF00925	1234380	Cutibacterium acnes C1
SRR6145058	k99_9084	deepbgc	0.1.0	deepbgc	k99_9084_431-1998.1	431	1998	1567	2	2	0	0.60603	antibacterial	0.8	0.06	0.16	0.25	NA	0	0.09	0.11	0.3	0.21	0.03	0.32	k99_9084_k99_9084_2;k99_9084_k99_9084_3	NA	PF06283;PF01261	1747	Cutibacterium acnes
SRR6145058	k99_9660	deepbgc	0.1.0	deepbgc	k99_9660_1-274.1	1	274	273	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_9660_k99_9660_1	NA	PF06758	9606	Homo sapiens
SRR6145058	k99_10284	deepbgc	0.1.0	deepbgc	k99_10284_119-509.1	119	509	390	1	1	0	0.66942	antibacterial	0.83	0.06	0.17	0.28	NA	0	0.09	0.08	0.33	0.21	0.03	0.32	k99_10284_k99_10284_1	NA	PF13340	1747	Cutibacterium acnes
SRR6145058	k99_9086	deepbgc	0.1.0	deepbgc	k99_9086_2-440.1	2	440	438	1	1	0	0.5222	antibacterial	0.88	0.06	0.14	0.29	NA	0	0.1	0.07	0.33	0.2	0.03	0.32	k99_9086_k99_9086_1	NA	PF02687	1747	Cutibacterium acnes
SRR6145058	k99_9216	deepbgc	0.1.0	deepbgc	k99_9216_0-1093.1	0	1093	1093	2	8	0	0.71846	antibacterial	0.83	0.07	0.09	0.2	NA	0	0.07	0.06	0.38	0.33	0.01	0.18	k99_9216_k99_9216_1;k99_9216_k99_9216_2	NA	PF00196;PF04545;PF14493;PF08281;PF13936;PF00072;PF02518;PF07730	1747	Cutibacterium acnes
SRR6145058	k99_9087	deepbgc	0.1.0	deepbgc	k99_9087_161-1016.1	161	1016	855	1	1	0	0.50258	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_9087_k99_9087_2	NA	PF03976	1747	Cutibacterium acnes
SRR6145058	k99_5447	deepbgc	0.1.0	deepbgc	k99_5447_0-2309.1	0	2309	2309	3	11	0	0.6301	inhibitor	0.23	0.09	0.53	0.15	NA	0	0.13	0.33	0.25	0.19	0.02	0.09	k99_5447_k99_5447_1;k99_5447_k99_5447_2;k99_5447_k99_5447_3	NA	PF06609;PF07690;PF00083;PF06779;PF13347;PF00440;PF13022;PF08279;PF13384;PF00356;PF04893	1234380	Cutibacterium acnes C1
SRR6145058	k99_11720	deepbgc	0.1.0	deepbgc	k99_11720_259-1201.1	259	1201	942	1	4	1	0.52909	antibacterial	0.7	0.05	0.11	0.35	NRP	0	0.54	0.11	0.2	0.07	0.02	0.07	k99_11720_k99_11720_1	PF00561	PF12697;PF12146;PF00561;PF06821	1747	Cutibacterium acnes
SRR6145058	k99_5004	deepbgc	0.1.0	deepbgc	k99_5004_202-1027.1	202	1027	825	1	1	0	0.57241	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_5004_k99_5004_1	NA	PF02698	1747	Cutibacterium acnes
SRR6145058	k99_10468	deepbgc	0.1.0	deepbgc	k99_10468_33-2710.1	33	2710	2677	4	3	0	0.64898	antibacterial	0.89	0.01	0.03	0.09	NA	0	0.01	0.05	0.02	0.46	0.01	0.46	k99_10468_k99_10468_1;k99_10468_k99_10468_2;k99_10468_k99_10468_3;k99_10468_k99_10468_4	NA	PF07883;PF15795;PF01156	1747	Cutibacterium acnes
SRR6145058	k99_1657	deepbgc	0.1.0	deepbgc	k99_1657_167-1541.1	167	1541	1374	1	2	0	0.51716	antibacterial	0.7	0.11	0.24	0.36	NA	0	0.09	0.18	0.31	0.2	0.02	0.24	k99_1657_k99_1657_2	NA	PF02775;PF00205	1234380	Cutibacterium acnes C1
SRR6145058	k99_3548	deepbgc	0.1.0	deepbgc	k99_3548_1-2581.1	1	2581	2580	2	3	1	0.66221	antibacterial	0.86	0.06	0.16	0.25	Polyketide	0	0.05	0	0.81	0.06	0.01	0.08	k99_3548_k99_3548_1;k99_3548_k99_3548_2	PF00378	PF09594;PF16113;PF00378	1747	Cutibacterium acnes
SRR6145058	k99_6190	deepbgc	0.1.0	deepbgc	k99_6190_0-1227.1	0	1227	1227	1	1	1	0.64357	antibacterial	0.78	0.03	0.21	0.14	NA	0	0.22	0.24	0.32	0.1	0.01	0.11	k99_6190_k99_6190_1	PF00501	PF00501	1747	Cutibacterium acnes
SRR6145058	k99_7264	deepbgc	0.1.0	deepbgc	k99_7264_2-1298.1	2	1298	1296	1	1	0	0.50922	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_7264_k99_7264_1	NA	PF05088	1747	Cutibacterium acnes
SRR6145058	k99_4056	deepbgc	0.1.0	deepbgc	k99_4056_0-381.1	0	381	381	1	3	0	0.51738	antibacterial	0.62	0.13	0.28	0.2	NA	0	0.06	0.09	0.27	0.31	0.03	0.28	k99_4056_k99_4056_1	NA	PF03379;PF01061;PF12679	1747	Cutibacterium acnes
SRR6145058	k99_11172	deepbgc	0.1.0	deepbgc	k99_11172_0-2609.1	0	2609	2609	2	3	0	0.77943	antibacterial	0.82	0.03	0.13	0.17	RiPP	0	0.02	0.22	0.04	0.69	0	0.03	k99_11172_k99_11172_1;k99_11172_k99_11172_2	NA	PF00664;PF00005;PF00664	1747	Cutibacterium acnes
SRR6145058	k99_6323	deepbgc	0.1.0	deepbgc	k99_6323_687-3738.1	687	3738	3051	3	6	2	0.52991	inhibitor	0.28	0.05	0.64	0.06	Polyketide	0	0.2	0.07	0.76	0.02	0.02	0.02	k99_6323_k99_6323_2;k99_6323_k99_6323_3;k99_6323_k99_6323_4	PF08240;PF00107	PF13367;PF08240;PF01262;PF00107;PF13602;PF02826	1747	Cutibacterium acnes
SRR6145058	k99_11291	deepbgc	0.1.0	deepbgc	k99_11291_2-2767.1	2	2767	2765	4	4	1	0.74328	antibacterial	0.76	0.05	0.12	0.44	NA	0	0.23	0.25	0.45	0.03	0.02	0.03	k99_11291_k99_11291_1;k99_11291_k99_11291_2;k99_11291_k99_11291_3;k99_11291_k99_11291_4	PF00561	PF07690;PF13535;PF02655;PF00561	1747	Cutibacterium acnes
SRR6145058	k99_8537	deepbgc	0.1.0	deepbgc	k99_8537_301-3342.1	301	3342	3041	4	12	1	0.66661	antibacterial	0.77	0.13	0.23	0.18	Saccharide	0	0.02	0.23	0.03	0.05	0.64	0.03	k99_8537_k99_8537_1;k99_8537_k99_8537_2;k99_8537_k99_8537_3;k99_8537_k99_8537_4	PF00535	PF07021;PF12802;PF13412;PF13404;PF01047;PF08279;PF09339;PF01037;PF00795;PF13641;PF00535;PF10111	1234380	Cutibacterium acnes C1
SRR6145058	k99_7525	deepbgc	0.1.0	deepbgc	k99_7525_2-638.1	2	638	636	1	1	0	0.55333	antibacterial	0.86	0.05	0.16	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_7525_k99_7525_1	NA	PF02776	1234380	Cutibacterium acnes C1
SRR6145058	k99_5644	deepbgc	0.1.0	deepbgc	k99_5644_274-2695.1	274	2695	2421	1	1	0	0.56056	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_5644_k99_5644_1	NA	PF04185	1747	Cutibacterium acnes
SRR6145058	k99_3918	deepbgc	0.1.0	deepbgc	k99_3918_129-1122.1	129	1122	993	1	1	0	0.60649	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_3918_k99_3918_1	NA	PF10081	1747	Cutibacterium acnes
SRR6145058	k99_1102	deepbgc	0.1.0	deepbgc	k99_1102_0-1229.1	0	1229	1229	2	2	0	0.6337	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_1102_k99_1102_1;k99_1102_k99_1102_2	NA	PF00115;PF12270	1747	Cutibacterium acnes
SRR6145058	k99_11535	deepbgc	0.1.0	deepbgc	k99_11535_2-1199.1	2	1199	1197	1	4	1	0.58918	NA	0.33	0.03	0.25	0.16	NA	0	0.08	0.21	0.2	0.32	0.03	0.2	k99_11535_k99_11535_1	PF01636	PF00069;PF07714;PF01636;PF06293	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145058	k99_11658	deepbgc	0.1.0	deepbgc	k99_11658_312-591.1	312	591	279	1	1	0	0.50251	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_11658_k99_11658_1	NA	PF07561	1747	Cutibacterium acnes
SRR6145058	k99_2853	deepbgc	0.1.0	deepbgc	k99_2853_2-4855.1	2	4855	4853	3	3	1	0.56971	antibacterial	0.83	0.06	0.17	0.3	NA	0	0.11	0.08	0.32	0.2	0.03	0.31	k99_2853_k99_2853_1;k99_2853_k99_2853_2;k99_2853_k99_2853_3	PF00171	PF00343;PF00654;PF00171	1747	Cutibacterium acnes
SRR6145058	k99_8349	deepbgc	0.1.0	deepbgc	k99_8349_40-1657.1	40	1657	1617	1	3	0	0.5613	antibacterial-antifungal	0.71	0.05	0.16	0.51	Polyketide	0	0.01	0.23	0.73	0.02	0.01	0.01	k99_8349_k99_8349_1	NA	PF07690;PF00083;PF13347	1234380	Cutibacterium acnes C1
SRR6145058	k99_1475	deepbgc	0.1.0	deepbgc	k99_1475_0-633.1	0	633	633	1	5	0	0.65119	antibacterial	0.68	0.02	0.19	0.47	Polyketide	0.02	0.01	0.28	0.64	0.01	0.03	0.03	k99_1475_k99_1475_1	NA	PF00083;PF07690;PF13347;PF05977;PF06779	1747	Cutibacterium acnes
SRR6145058	k99_2804	deepbgc	0.1.0	deepbgc	k99_2804_89-1885.1	89	1885	1796	3	5	0	0.72217	NA	0.42	0.03	0.28	0.16	NA	0	0.09	0.07	0.31	0.27	0.03	0.29	k99_2804_k99_2804_1;k99_2804_k99_2804_2;k99_2804_k99_2804_3	NA	PF01337;PF00545;PF00069;PF07714;PF14531	1747	Cutibacterium acnes
SRR6145058	k99_1476	deepbgc	0.1.0	deepbgc	k99_1476_689-1592.1	689	1592	903	1	3	0	0.57622	antibacterial-antifungal	0.72	0.01	0.24	0.61	Polyketide	0	0.01	0.07	0.87	0.02	0.02	0.03	k99_1476_k99_1476_2	NA	PF07690;PF06779;PF00083	1747	Cutibacterium acnes
SRR6145058	k99_7461	deepbgc	0.1.0	deepbgc	k99_7461_566-3227.1	566	3227	2661	1	1	0	0.60642	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_7461_k99_7461_2	NA	PF05593	1747	Cutibacterium acnes
SRR6145058	k99_10863	deepbgc	0.1.0	deepbgc	k99_10863_140-746.1	140	746	606	1	1	0	0.52252	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.06	0.36	0.21	0.03	0.31	k99_10863_k99_10863_2	NA	PF03703	1747	Cutibacterium acnes
SRR6145058	k99_11543	deepbgc	0.1.0	deepbgc	k99_11543_51-909.1	51	909	858	1	1	0	0.51236	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_11543_k99_11543_1	NA	PF13672	1234380	Cutibacterium acnes C1
SRR6145058	k99_10105	deepbgc	0.1.0	deepbgc	k99_10105_2-1676.1	2	1676	1674	1	1	0	0.50922	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_10105_k99_10105_1	NA	PF05088	1747	Cutibacterium acnes
SRR6145058	k99_1927	deepbgc	0.1.0	deepbgc	k99_1927_1780-2281.1	1780	2281	501	1	1	0	0.52302	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_1927_k99_1927_4	NA	PF08768	1747	Cutibacterium acnes
SRR6145058	k99_1107	deepbgc	0.1.0	deepbgc	k99_1107_586-2268.1	586	2268	1682	2	2	0	0.52099	antibacterial	0.85	0.07	0.21	0.24	NA	0	0.03	0.08	0.17	0.16	0.39	0.21	k99_1107_k99_1107_3;k99_1107_k99_1107_4	NA	PF00994;PF12804	1747	Cutibacterium acnes
SRR6145058	k99_7843	deepbgc	0.1.0	deepbgc	k99_7843_99-924.1	99	924	825	1	1	0	0.62192	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.1	0.08	0.33	0.2	0.02	0.31	k99_7843_k99_7843_1	NA	PF01648	1747	Cutibacterium acnes
SRR6145058	k99_9802	deepbgc	0.1.0	deepbgc	k99_9802_2-2163.1	2	2163	2161	3	4	0	0.55252	antibacterial	0.78	0.06	0.16	0.25	NA	0	0.09	0.11	0.3	0.21	0.03	0.32	k99_9802_k99_9802_1;k99_9802_k99_9802_2;k99_9802_k99_9802_3	NA	PF04131;PF00701;PF16154;PF01261	1747	Cutibacterium acnes
SRR6145058	k99_1108	deepbgc	0.1.0	deepbgc	k99_1108_356-2496.1	356	2496	2140	2	4	0	0.63354	inhibitor	0.2	0.03	0.76	0.14	NA	0	0.27	0.01	0.38	0.31	0	0.03	k99_1108_k99_1108_2;k99_1108_k99_1108_3	NA	PF06609;PF00083;PF07690;PF13556	1747	Cutibacterium acnes
SRR6145058	k99_2932	deepbgc	0.1.0	deepbgc	k99_2932_0-225.1	0	225	225	1	1	0	0.59468	antibacterial	0.88	0.06	0.16	0.27	NA	0	0.08	0.11	0.31	0.21	0.03	0.33	k99_2932_k99_2932_1	NA	PF00478	1747	Cutibacterium acnes
SRR6145058	k99_7079	deepbgc	0.1.0	deepbgc	k99_7079_207-2760.1	207	2760	2553	2	3	1	0.54159	antibacterial	0.87	0.07	0.17	0.22	NA	0	0.02	0.35	0.12	0.37	0	0.15	k99_7079_k99_7079_1;k99_7079_k99_7079_2	PF04055	PF04055;PF02812;PF00208	1747	Cutibacterium acnes
SRR6145058	k99_1728	deepbgc	0.1.0	deepbgc	k99_1728_346-1039.1	346	1039	693	1	1	0	0.50677	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_1728_k99_1728_2	NA	PF01301	1747	Cutibacterium acnes
SRR6145058	k99_3687	deepbgc	0.1.0	deepbgc	k99_3687_2088-2667.1	2088	2667	579	1	1	0	0.50689	antibacterial	0.87	0.05	0.2	0.25	NA	0	0.08	0.15	0.29	0.2	0.03	0.3	k99_3687_k99_3687_4	NA	PF13578	1747	Cutibacterium acnes
SRR6145058	k99_8785	deepbgc	0.1.0	deepbgc	k99_8785_2-1749.1	2	1749	1747	2	7	2	0.64624	antibacterial	0.74	0.06	0.13	0.25	Saccharide	0	0	0.04	0.04	0.02	0.87	0.04	k99_8785_k99_8785_1;k99_8785_k99_8785_2	PF04932;PF00534	PF13524;PF00534;PF13692;PF13439;PF13579;PF13477;PF04932	1747	Cutibacterium acnes
