sample	contig	length
SRR6145058	k99_3377 	 494
SRR6145058	k99_6701 	 494
SRR6145058	k99_11466 	 494
SRR6145058	k99_1057 	 494
SRR6145058	k99_627 	 494
SRR6145058	k99_6681 	 494
SRR6145058	k99_7715 	 494
SRR6145058	k99_910 	 494
SRR6145058	k99_5616 	 494
SRR6145058	k99_4321 	 494
SRR6145058	k99_9824 	 494
SRR6145058	k99_6382 	 493
SRR6145058	k99_6224 	 493
SRR6145058	k99_8733 	 493
SRR6145058	k99_11810 	 493
SRR6145058	k99_7557 	 493
SRR6145058	k99_8372 	 493
SRR6145058	k99_9868 	 493
SRR6145058	k99_7782 	 493
SRR6145058	k99_2344 	 493
SRR6145058	k99_10477 	 493
SRR6145058	k99_8577 	 493
SRR6145058	k99_2827 	 492
SRR6145058	k99_10905 	 492
SRR6145058	k99_10622 	 492
SRR6145058	k99_5252 	 492
SRR6145058	k99_5968 	 492
SRR6145058	k99_1226 	 492
SRR6145058	k99_1680 	 492
SRR6145058	k99_10929 	 492
SRR6145058	k99_836 	 492
SRR6145058	k99_337 	 492
SRR6145058	k99_3366 	 491
SRR6145058	k99_248 	 491
SRR6145058	k99_8098 	 491
SRR6145058	k99_10508 	 491
SRR6145058	k99_6807 	 491
SRR6145058	k99_7898 	 490
SRR6145058	k99_742 	 490
SRR6145058	k99_6831 	 490
SRR6145058	k99_2330 	 490
SRR6145058	k99_2118 	 490
SRR6145058	k99_5614 	 490
SRR6145058	k99_11014 	 490
SRR6145058	k99_6289 	 490
SRR6145058	k99_10866 	 490
SRR6145058	k99_6677 	 489
SRR6145058	k99_2198 	 489
SRR6145058	k99_10383 	 489
SRR6145058	k99_2600 	 489
SRR6145058	k99_7585 	 489
SRR6145058	k99_2489 	 489
SRR6145058	k99_4749 	 488
SRR6145058	k99_7381 	 488
SRR6145058	k99_11669 	 488
SRR6145058	k99_3615 	 488
SRR6145058	k99_8893 	 488
SRR6145058	k99_709 	 488
SRR6145058	k99_5446 	 488
SRR6145058	k99_734 	 488
SRR6145058	k99_7069 	 488
SRR6145058	k99_6134 	 487
SRR6145058	k99_5159 	 487
SRR6145058	k99_7455 	 487
SRR6145058	k99_5328 	 487
SRR6145058	k99_9609 	 487
SRR6145058	k99_12022 	 487
SRR6145058	k99_5275 	 487
SRR6145058	k99_10340 	 486
SRR6145058	k99_1605 	 486
SRR6145058	k99_265 	 486
SRR6145058	k99_1759 	 486
SRR6145058	k99_5298 	 486
SRR6145058	k99_11376 	 486
SRR6145058	k99_4014 	 486
SRR6145058	k99_9183 	 486
SRR6145058	k99_11494 	 486
SRR6145058	k99_480 	 486
SRR6145058	k99_8724 	 486
SRR6145058	k99_11222 	 486
SRR6145058	k99_2394 	 486
SRR6145058	k99_2301 	 486
SRR6145058	k99_1786 	 486
SRR6145058	k99_6985 	 485
SRR6145058	k99_2597 	 485
SRR6145058	k99_3147 	 485
SRR6145058	k99_11999 	 485
SRR6145058	k99_10773 	 485
SRR6145058	k99_7338 	 485
SRR6145058	k99_8386 	 485
SRR6145058	k99_9671 	 485
SRR6145058	k99_5084 	 485
SRR6145058	k99_10132 	 485
SRR6145058	k99_8124 	 485
SRR6145058	k99_5207 	 485
SRR6145058	k99_9232 	 485
SRR6145058	k99_5720 	 485
SRR6145058	k99_2894 	 485
SRR6145058	k99_1833 	 485
SRR6145058	k99_467 	 484
SRR6145058	k99_1676 	 484
SRR6145058	k99_5062 	 484
SRR6145058	k99_7581 	 484
SRR6145058	k99_1505 	 484
SRR6145058	k99_8055 	 484
SRR6145058	k99_10603 	 484
SRR6145058	k99_9716 	 484
SRR6145058	k99_8936 	 484
SRR6145058	k99_2998 	 483
SRR6145058	k99_7009 	 483
SRR6145058	k99_6995 	 483
SRR6145058	k99_9259 	 483
SRR6145058	k99_7428 	 483
SRR6145058	k99_10989 	 483
SRR6145058	k99_3078 	 483
SRR6145058	k99_7778 	 483
SRR6145058	k99_148 	 483
SRR6145058	k99_6139 	 483
SRR6145058	k99_10588 	 482
SRR6145058	k99_3204 	 482
SRR6145058	k99_9001 	 482
SRR6145058	k99_2799 	 482
SRR6145058	k99_6419 	 482
SRR6145058	k99_4004 	 482
SRR6145058	k99_4142 	 482
SRR6145058	k99_10580 	 482
SRR6145058	k99_2673 	 482
SRR6145058	k99_4546 	 482
SRR6145058	k99_9258 	 482
SRR6145058	k99_985 	 482
SRR6145058	k99_7454 	 482
SRR6145058	k99_4880 	 482
SRR6145058	k99_10979 	 482
SRR6145058	k99_940 	 482
SRR6145058	k99_11397 	 482
SRR6145058	k99_8737 	 482
SRR6145058	k99_2417 	 481
SRR6145058	k99_11790 	 481
SRR6145058	k99_2357 	 481
SRR6145058	k99_4285 	 481
SRR6145058	k99_7336 	 481
SRR6145058	k99_9710 	 481
SRR6145058	k99_1315 	 481
SRR6145058	k99_6499 	 481
SRR6145058	k99_1627 	 481
SRR6145058	k99_5030 	 481
SRR6145058	k99_5626 	 481
SRR6145058	k99_11665 	 481
SRR6145058	k99_6961 	 481
SRR6145058	k99_4131 	 481
SRR6145058	k99_278 	 481
SRR6145058	k99_10804 	 481
SRR6145058	k99_1164 	 481
SRR6145058	k99_10124 	 481
SRR6145058	k99_11651 	 481
SRR6145058	k99_93 	 480
SRR6145058	k99_9530 	 480
SRR6145058	k99_2722 	 480
SRR6145058	k99_6981 	 480
SRR6145058	k99_10705 	 480
SRR6145058	k99_4768 	 480
SRR6145058	k99_8083 	 480
SRR6145058	k99_1774 	 480
SRR6145058	k99_3702 	 480
SRR6145058	k99_9074 	 480
SRR6145058	k99_151 	 480
SRR6145058	k99_2729 	 480
SRR6145058	k99_9267 	 480
SRR6145058	k99_5310 	 479
SRR6145058	k99_1504 	 479
SRR6145058	k99_10569 	 479
SRR6145058	k99_4584 	 479
SRR6145058	k99_10130 	 479
SRR6145058	k99_8772 	 479
SRR6145058	k99_1119 	 479
SRR6145058	k99_3136 	 479
SRR6145058	k99_4090 	 479
SRR6145058	k99_5828 	 479
SRR6145058	k99_3087 	 479
SRR6145058	k99_5935 	 479
SRR6145058	k99_3019 	 479
SRR6145058	k99_3520 	 478
SRR6145058	k99_8895 	 478
SRR6145058	k99_9822 	 478
SRR6145058	k99_7433 	 478
SRR6145058	k99_9405 	 478
SRR6145058	k99_8019 	 478
SRR6145058	k99_11151 	 478
SRR6145058	k99_9879 	 478
SRR6145058	k99_4196 	 478
SRR6145058	k99_8611 	 478
SRR6145058	k99_981 	 478
SRR6145058	k99_4766 	 478
SRR6145058	k99_138 	 477
SRR6145058	k99_2033 	 477
SRR6145058	k99_4694 	 477
SRR6145058	k99_7923 	 477
SRR6145058	k99_2744 	 477
SRR6145058	k99_5393 	 477
SRR6145058	k99_1460 	 477
SRR6145058	k99_22 	 477
SRR6145058	k99_1293 	 477
SRR6145058	k99_3782 	 477
SRR6145058	k99_9328 	 477
SRR6145058	k99_11626 	 476
SRR6145058	k99_3135 	 476
SRR6145058	k99_9572 	 476
SRR6145058	k99_8192 	 476
SRR6145058	k99_10968 	 476
SRR6145058	k99_2240 	 476
SRR6145058	k99_10936 	 476
SRR6145058	k99_11969 	 476
SRR6145058	k99_1055 	 476
SRR6145058	k99_3138 	 476
SRR6145058	k99_8521 	 476
SRR6145058	k99_6402 	 476
SRR6145058	k99_11344 	 476
SRR6145058	k99_8384 	 476
SRR6145058	k99_5583 	 476
SRR6145058	k99_10716 	 476
SRR6145058	k99_8689 	 476
SRR6145058	k99_7108 	 475
SRR6145058	k99_1030 	 475
SRR6145058	k99_2143 	 475
SRR6145058	k99_9229 	 475
SRR6145058	k99_8474 	 475
SRR6145058	k99_3824 	 475
SRR6145058	k99_7888 	 475
SRR6145058	k99_4986 	 474
SRR6145058	k99_9981 	 474
SRR6145058	k99_4901 	 474
SRR6145058	k99_4902 	 474
SRR6145058	k99_498 	 474
SRR6145058	k99_325 	 474
SRR6145058	k99_2909 	 474
SRR6145058	k99_8417 	 474
SRR6145058	k99_10584 	 474
SRR6145058	k99_11735 	 474
SRR6145058	k99_5980 	 474
SRR6145058	k99_1649 	 474
SRR6145058	k99_3285 	 474
SRR6145058	k99_10997 	 474
SRR6145058	k99_1366 	 474
SRR6145058	k99_1105 	 474
SRR6145058	k99_8726 	 474
SRR6145058	k99_967 	 474
SRR6145058	k99_2796 	 474
SRR6145058	k99_434 	 473
SRR6145058	k99_10332 	 473
SRR6145058	k99_2558 	 473
SRR6145058	k99_12029 	 473
SRR6145058	k99_681 	 473
SRR6145058	k99_10769 	 473
SRR6145058	k99_512 	 473
SRR6145058	k99_10820 	 472
SRR6145058	k99_8884 	 472
SRR6145058	k99_6464 	 472
SRR6145058	k99_9460 	 472
SRR6145058	k99_3120 	 472
SRR6145058	k99_1143 	 472
SRR6145058	k99_8482 	 472
SRR6145058	k99_3541 	 472
SRR6145058	k99_5635 	 472
SRR6145058	k99_6222 	 472
SRR6145058	k99_423 	 472
SRR6145058	k99_6791 	 472
SRR6145058	k99_8702 	 472
SRR6145058	k99_10594 	 472
SRR6145058	k99_3847 	 472
SRR6145058	k99_1983 	 472
SRR6145058	k99_1474 	 472
SRR6145058	k99_7018 	 472
SRR6145058	k99_10540 	 471
SRR6145058	k99_7102 	 471
SRR6145058	k99_6550 	 471
SRR6145058	k99_2881 	 471
SRR6145058	k99_10363 	 471
SRR6145058	k99_8679 	 471
SRR6145058	k99_11581 	 471
SRR6145058	k99_3939 	 471
SRR6145058	k99_10688 	 471
SRR6145058	k99_7747 	 471
SRR6145058	k99_6536 	 470
SRR6145058	k99_10854 	 470
SRR6145058	k99_9048 	 470
SRR6145058	k99_526 	 470
SRR6145058	k99_525 	 470
SRR6145058	k99_7630 	 470
SRR6145058	k99_2236 	 470
SRR6145058	k99_5682 	 470
SRR6145058	k99_1016 	 470
SRR6145058	k99_4206 	 470
SRR6145058	k99_5539 	 470
SRR6145058	k99_10648 	 470
SRR6145058	k99_11670 	 470
SRR6145058	k99_7807 	 470
SRR6145058	k99_2025 	 470
SRR6145058	k99_3174 	 470
SRR6145058	k99_864 	 470
SRR6145058	k99_2375 	 470
SRR6145058	k99_2400 	 470
SRR6145058	k99_7081 	 470
SRR6145058	k99_10498 	 470
SRR6145058	k99_5668 	 470
SRR6145058	k99_4705 	 469
SRR6145058	k99_8574 	 469
SRR6145058	k99_1022 	 469
SRR6145058	k99_1954 	 469
SRR6145058	k99_9509 	 469
SRR6145058	k99_8620 	 469
SRR6145058	k99_10451 	 469
SRR6145058	k99_4893 	 469
SRR6145058	k99_601 	 469
SRR6145058	k99_8278 	 469
SRR6145058	k99_6547 	 469
SRR6145058	k99_9674 	 469
SRR6145058	k99_7601 	 469
SRR6145058	k99_4562 	 469
SRR6145058	k99_851 	 469
SRR6145058	k99_7868 	 468
SRR6145058	k99_8469 	 468
SRR6145058	k99_3903 	 468
SRR6145058	k99_4637 	 468
SRR6145058	k99_5231 	 468
SRR6145058	k99_8171 	 468
SRR6145058	k99_11272 	 468
SRR6145058	k99_1339 	 468
SRR6145058	k99_3323 	 468
SRR6145058	k99_3648 	 468
SRR6145058	k99_2946 	 467
SRR6145058	k99_3656 	 467
SRR6145058	k99_631 	 467
SRR6145058	k99_8524 	 467
SRR6145058	k99_533 	 467
SRR6145058	k99_6648 	 467
SRR6145058	k99_1894 	 467
SRR6145058	k99_1363 	 467
SRR6145058	k99_10424 	 467
SRR6145058	k99_6156 	 467
SRR6145058	k99_3024 	 467
SRR6145058	k99_4323 	 467
SRR6145058	k99_10798 	 467
SRR6145058	k99_11412 	 467
SRR6145058	k99_6916 	 467
SRR6145058	k99_3492 	 467
SRR6145058	k99_7034 	 467
SRR6145058	k99_5824 	 467
SRR6145058	k99_10678 	 467
SRR6145058	k99_9279 	 467
SRR6145058	k99_839 	 467
SRR6145058	k99_1496 	 466
SRR6145058	k99_10975 	 466
SRR6145058	k99_8888 	 466
SRR6145058	k99_10799 	 466
SRR6145058	k99_6671 	 466
SRR6145058	k99_4653 	 466
SRR6145058	k99_2008 	 466
SRR6145058	k99_8398 	 466
SRR6145058	k99_9154 	 466
SRR6145058	k99_1311 	 466
SRR6145058	k99_4459 	 466
SRR6145058	k99_1779 	 466
SRR6145058	k99_659 	 466
SRR6145058	k99_7565 	 466
SRR6145058	k99_2763 	 465
SRR6145058	k99_10478 	 465
SRR6145058	k99_1995 	 465
SRR6145058	k99_1149 	 465
SRR6145058	k99_3599 	 465
SRR6145058	k99_11520 	 465
SRR6145058	k99_6283 	 465
SRR6145058	k99_8731 	 465
SRR6145058	k99_5780 	 465
SRR6145058	k99_8912 	 465
SRR6145058	k99_4452 	 465
SRR6145058	k99_6077 	 465
SRR6145058	k99_7066 	 465
SRR6145058	k99_9071 	 465
SRR6145058	k99_4740 	 465
SRR6145058	k99_9252 	 464
SRR6145058	k99_11663 	 464
SRR6145058	k99_2129 	 464
SRR6145058	k99_9357 	 464
SRR6145058	k99_5525 	 464
SRR6145058	k99_8560 	 464
SRR6145058	k99_10890 	 464
SRR6145058	k99_7099 	 464
SRR6145058	k99_4528 	 464
SRR6145058	k99_9236 	 464
SRR6145058	k99_11210 	 464
SRR6145058	k99_10555 	 464
SRR6145058	k99_8406 	 464
SRR6145058	k99_9442 	 463
SRR6145058	k99_4796 	 463
SRR6145058	k99_7844 	 463
SRR6145058	k99_10160 	 463
SRR6145058	k99_7582 	 463
SRR6145058	k99_4019 	 463
SRR6145058	k99_10007 	 463
SRR6145058	k99_6563 	 463
SRR6145058	k99_7967 	 463
SRR6145058	k99_3545 	 463
SRR6145058	k99_3406 	 463
SRR6145058	k99_716 	 463
SRR6145058	k99_3261 	 462
SRR6145058	k99_3552 	 462
SRR6145058	k99_8854 	 462
SRR6145058	k99_9146 	 462
SRR6145058	k99_7998 	 462
SRR6145058	k99_2320 	 462
SRR6145058	k99_6983 	 462
SRR6145058	k99_154 	 462
SRR6145058	k99_5721 	 462
SRR6145058	k99_1480 	 462
SRR6145058	k99_9076 	 462
SRR6145058	k99_10400 	 462
SRR6145058	k99_7621 	 462
SRR6145058	k99_8655 	 462
SRR6145058	k99_9966 	 461
SRR6145058	k99_1185 	 461
SRR6145058	k99_5411 	 461
SRR6145058	k99_2313 	 461
SRR6145058	k99_6447 	 461
SRR6145058	k99_5377 	 461
SRR6145058	k99_1373 	 461
SRR6145058	k99_7150 	 461
SRR6145058	k99_6045 	 461
SRR6145058	k99_7184 	 461
SRR6145058	k99_11842 	 461
SRR6145058	k99_5805 	 461
SRR6145058	k99_3249 	 461
SRR6145058	k99_2041 	 461
SRR6145058	k99_5221 	 461
SRR6145058	k99_7809 	 460
SRR6145058	k99_8887 	 460
SRR6145058	k99_10448 	 460
SRR6145058	k99_2594 	 460
SRR6145058	k99_6254 	 460
SRR6145058	k99_5414 	 460
SRR6145058	k99_2495 	 460
SRR6145058	k99_7138 	 460
SRR6145058	k99_10680 	 460
SRR6145058	k99_6525 	 460
SRR6145058	k99_7717 	 460
SRR6145058	k99_2389 	 460
SRR6145058	k99_6717 	 460
SRR6145058	k99_2197 	 459
SRR6145058	k99_4150 	 459
SRR6145058	k99_8652 	 459
SRR6145058	k99_7599 	 459
SRR6145058	k99_5201 	 459
SRR6145058	k99_5098 	 459
SRR6145058	k99_6706 	 459
SRR6145058	k99_4683 	 459
SRR6145058	k99_10599 	 459
SRR6145058	k99_3801 	 459
SRR6145058	k99_10529 	 459
SRR6145058	k99_2755 	 459
SRR6145058	k99_11742 	 459
SRR6145058	k99_6454 	 459
SRR6145058	k99_8437 	 458
SRR6145058	k99_10700 	 458
SRR6145058	k99_1625 	 458
SRR6145058	k99_8010 	 458
SRR6145058	k99_4348 	 458
SRR6145058	k99_2518 	 458
SRR6145058	k99_540 	 458
SRR6145058	k99_3009 	 458
SRR6145058	k99_11059 	 458
SRR6145058	k99_11499 	 458
SRR6145058	k99_4852 	 458
SRR6145058	k99_2555 	 458
SRR6145058	k99_7076 	 458
SRR6145058	k99_6773 	 458
SRR6145058	k99_786 	 458
SRR6145058	k99_9791 	 458
SRR6145058	k99_3790 	 458
SRR6145058	k99_9842 	 458
SRR6145058	k99_3877 	 458
SRR6145058	k99_3056 	 458
SRR6145058	k99_9088 	 458
SRR6145058	k99_5360 	 458
SRR6145058	k99_11477 	 458
SRR6145058	k99_6782 	 457
SRR6145058	k99_4905 	 457
SRR6145058	k99_3769 	 457
SRR6145058	k99_2180 	 457
SRR6145058	k99_5118 	 457
SRR6145058	k99_5552 	 457
SRR6145058	k99_4919 	 457
SRR6145058	k99_4391 	 457
SRR6145058	k99_11430 	 457
SRR6145058	k99_11975 	 457
SRR6145058	k99_9603 	 457
SRR6145058	k99_11614 	 457
SRR6145058	k99_2334 	 457
SRR6145058	k99_8829 	 457
SRR6145058	k99_2509 	 457
SRR6145058	k99_1249 	 456
SRR6145058	k99_11648 	 456
SRR6145058	k99_8070 	 456
SRR6145058	k99_6827 	 456
SRR6145058	k99_10262 	 456
SRR6145058	k99_1432 	 456
SRR6145058	k99_510 	 456
SRR6145058	k99_7724 	 456
SRR6145058	k99_438 	 456
SRR6145058	k99_4702 	 456
SRR6145058	k99_10767 	 456
SRR6145058	k99_835 	 456
SRR6145058	k99_8754 	 456
SRR6145058	k99_4691 	 456
SRR6145058	k99_8263 	 456
SRR6145058	k99_1381 	 455
SRR6145058	k99_8591 	 455
SRR6145058	k99_10856 	 455
SRR6145058	k99_8059 	 455
SRR6145058	k99_8691 	 455
SRR6145058	k99_4444 	 455
SRR6145058	k99_8710 	 455
SRR6145058	k99_6496 	 455
SRR6145058	k99_10835 	 455
SRR6145058	k99_6383 	 455
SRR6145058	k99_10813 	 455
SRR6145058	k99_7089 	 455
SRR6145058	k99_7997 	 455
SRR6145058	k99_5069 	 455
SRR6145058	k99_2870 	 455
SRR6145058	k99_8768 	 455
SRR6145058	k99_11236 	 455
SRR6145058	k99_3803 	 455
SRR6145058	k99_1776 	 455
SRR6145058	k99_11191 	 455
SRR6145058	k99_421 	 454
SRR6145058	k99_9181 	 454
SRR6145058	k99_9576 	 454
SRR6145058	k99_1674 	 454
SRR6145058	k99_10867 	 454
SRR6145058	k99_2622 	 454
SRR6145058	k99_3809 	 454
SRR6145058	k99_1557 	 454
SRR6145058	k99_6088 	 454
SRR6145058	k99_9813 	 454
SRR6145058	k99_1910 	 454
SRR6145058	k99_5344 	 454
SRR6145058	k99_2669 	 454
SRR6145058	k99_1261 	 454
SRR6145058	k99_9748 	 454
SRR6145058	k99_11332 	 454
SRR6145058	k99_5306 	 453
SRR6145058	k99_8253 	 453
SRR6145058	k99_4117 	 453
SRR6145058	k99_12042 	 453
SRR6145058	k99_2306 	 453
SRR6145058	k99_8843 	 453
SRR6145058	k99_3153 	 453
SRR6145058	k99_4571 	 453
SRR6145058	k99_641 	 453
SRR6145058	k99_7126 	 453
SRR6145058	k99_1166 	 453
SRR6145058	k99_6581 	 453
SRR6145058	k99_6679 	 453
SRR6145058	k99_9647 	 453
SRR6145058	k99_7768 	 453
SRR6145058	k99_3637 	 453
SRR6145058	k99_8203 	 453
SRR6145058	k99_8321 	 453
SRR6145058	k99_7380 	 453
SRR6145058	k99_612 	 452
SRR6145058	k99_1286 	 452
SRR6145058	k99_4748 	 452
SRR6145058	k99_158 	 452
SRR6145058	k99_8514 	 452
SRR6145058	k99_6540 	 452
SRR6145058	k99_3972 	 452
SRR6145058	k99_5137 	 452
SRR6145058	k99_6744 	 452
SRR6145058	k99_6081 	 452
SRR6145058	k99_887 	 452
SRR6145058	k99_4152 	 452
SRR6145058	k99_757 	 452
SRR6145058	k99_10939 	 452
SRR6145058	k99_2312 	 452
SRR6145058	k99_5054 	 452
SRR6145058	k99_7477 	 452
SRR6145058	k99_11758 	 452
SRR6145058	k99_4225 	 452
SRR6145058	k99_2464 	 452
SRR6145058	k99_7281 	 452
SRR6145058	k99_10386 	 452
SRR6145058	k99_5479 	 451
SRR6145058	k99_9635 	 451
SRR6145058	k99_6176 	 451
SRR6145058	k99_153 	 451
SRR6145058	k99_11600 	 451
SRR6145058	k99_8125 	 451
SRR6145058	k99_9175 	 451
SRR6145058	k99_738 	 451
SRR6145058	k99_2481 	 451
SRR6145058	k99_3735 	 451
SRR6145058	k99_11908 	 451
SRR6145058	k99_6974 	 451
SRR6145058	k99_5412 	 451
SRR6145058	k99_5536 	 451
SRR6145058	k99_9020 	 451
SRR6145058	k99_314 	 451
SRR6145058	k99_8986 	 451
SRR6145058	k99_2165 	 451
SRR6145058	k99_11764 	 451
SRR6145058	k99_10336 	 451
SRR6145058	k99_1097 	 451
SRR6145058	k99_7561 	 451
SRR6145058	k99_8348 	 451
SRR6145058	k99_6838 	 450
SRR6145058	k99_3185 	 450
SRR6145058	k99_6436 	 450
SRR6145058	k99_339 	 450
SRR6145058	k99_9078 	 450
SRR6145058	k99_2377 	 450
SRR6145058	k99_1772 	 450
SRR6145058	k99_7191 	 450
SRR6145058	k99_4581 	 450
SRR6145058	k99_11055 	 450
SRR6145058	k99_3663 	 450
SRR6145058	k99_2030 	 450
SRR6145058	k99_8139 	 450
SRR6145058	k99_8931 	 449
SRR6145058	k99_4112 	 449
SRR6145058	k99_4018 	 449
SRR6145058	k99_9421 	 449
SRR6145058	k99_9664 	 449
SRR6145058	k99_2819 	 449
SRR6145058	k99_2141 	 449
SRR6145058	k99_4416 	 449
SRR6145058	k99_2999 	 449
SRR6145058	k99_2010 	 449
SRR6145058	k99_11781 	 449
SRR6145058	k99_36 	 449
SRR6145058	k99_1822 	 449
SRR6145058	k99_7508 	 449
SRR6145058	k99_4481 	 449
SRR6145058	k99_5858 	 449
SRR6145058	k99_2969 	 449
SRR6145058	k99_11541 	 449
SRR6145058	k99_9923 	 449
SRR6145058	k99_1617 	 449
SRR6145058	k99_10244 	 448
SRR6145058	k99_11592 	 448
SRR6145058	k99_2186 	 448
SRR6145058	k99_3450 	 448
SRR6145058	k99_3885 	 448
SRR6145058	k99_275 	 448
SRR6145058	k99_129 	 448
SRR6145058	k99_9795 	 448
SRR6145058	k99_11498 	 448
SRR6145058	k99_8505 	 448
SRR6145058	k99_412 	 448
SRR6145058	k99_4364 	 448
SRR6145058	k99_2383 	 448
SRR6145058	k99_5916 	 447
SRR6145058	k99_8638 	 447
SRR6145058	k99_5528 	 447
SRR6145058	k99_747 	 447
SRR6145058	k99_11453 	 447
SRR6145058	k99_4450 	 447
SRR6145058	k99_10052 	 447
SRR6145058	k99_5341 	 447
SRR6145058	k99_761 	 447
SRR6145058	k99_6541 	 447
SRR6145058	k99_7005 	 447
SRR6145058	k99_3706 	 447
SRR6145058	k99_5672 	 447
SRR6145058	k99_9528 	 447
SRR6145058	k99_3451 	 447
SRR6145058	k99_9371 	 447
SRR6145058	k99_3810 	 447
SRR6145058	k99_5725 	 446
SRR6145058	k99_8208 	 446
SRR6145058	k99_9380 	 446
SRR6145058	k99_2103 	 446
SRR6145058	k99_791 	 446
SRR6145058	k99_10950 	 446
SRR6145058	k99_10359 	 446
SRR6145058	k99_4104 	 446
SRR6145058	k99_10590 	 446
SRR6145058	k99_6344 	 446
SRR6145058	k99_9764 	 446
SRR6145058	k99_9276 	 446
SRR6145058	k99_8135 	 446
SRR6145058	k99_9785 	 446
SRR6145058	k99_68 	 446
SRR6145058	k99_3192 	 446
SRR6145058	k99_8155 	 446
SRR6145058	k99_10830 	 446
SRR6145058	k99_9988 	 446
SRR6145058	k99_7600 	 445
SRR6145058	k99_6219 	 445
SRR6145058	k99_4317 	 445
SRR6145058	k99_11930 	 445
SRR6145058	k99_2450 	 445
SRR6145058	k99_6172 	 445
SRR6145058	k99_1248 	 445
SRR6145058	k99_9273 	 445
SRR6145058	k99_7612 	 445
SRR6145058	k99_10088 	 445
SRR6145058	k99_563 	 445
SRR6145058	k99_4644 	 445
SRR6145058	k99_6300 	 445
SRR6145058	k99_10990 	 444
SRR6145058	k99_6619 	 444
SRR6145058	k99_8626 	 444
SRR6145058	k99_7483 	 444
SRR6145058	k99_842 	 444
SRR6145058	k99_8798 	 444
SRR6145058	k99_348 	 444
SRR6145058	k99_3571 	 444
SRR6145058	k99_9649 	 444
SRR6145058	k99_6455 	 444
SRR6145058	k99_9683 	 444
SRR6145058	k99_10826 	 444
SRR6145058	k99_9426 	 444
SRR6145058	k99_4478 	 444
SRR6145058	k99_995 	 444
SRR6145058	k99_1296 	 443
SRR6145058	k99_5462 	 443
SRR6145058	k99_5169 	 443
SRR6145058	k99_4451 	 443
SRR6145058	k99_688 	 443
SRR6145058	k99_2354 	 443
SRR6145058	k99_5741 	 443
SRR6145058	k99_5373 	 443
SRR6145058	k99_7595 	 443
SRR6145058	k99_11240 	 443
SRR6145058	k99_9293 	 443
SRR6145058	k99_4713 	 443
SRR6145058	k99_10570 	 443
SRR6145058	k99_410 	 443
SRR6145058	k99_11909 	 443
SRR6145058	k99_4485 	 443
SRR6145058	k99_7994 	 443
SRR6145058	k99_5974 	 442
SRR6145058	k99_8673 	 442
SRR6145058	k99_1835 	 442
SRR6145058	k99_9093 	 442
SRR6145058	k99_7437 	 442
SRR6145058	k99_4136 	 442
SRR6145058	k99_9947 	 442
SRR6145058	k99_8985 	 442
SRR6145058	k99_6624 	 442
SRR6145058	k99_11418 	 442
SRR6145058	k99_11428 	 442
SRR6145058	k99_8151 	 442
SRR6145058	k99_11137 	 442
SRR6145058	k99_5976 	 442
SRR6145058	k99_8902 	 442
SRR6145058	k99_12053 	 442
SRR6145058	k99_188 	 441
SRR6145058	k99_9650 	 441
SRR6145058	k99_11394 	 441
SRR6145058	k99_5301 	 441
SRR6145058	k99_9126 	 441
SRR6145058	k99_2672 	 441
SRR6145058	k99_2942 	 441
SRR6145058	k99_7302 	 441
SRR6145058	k99_2077 	 441
SRR6145058	k99_1340 	 441
SRR6145058	k99_8609 	 441
SRR6145058	k99_3012 	 441
SRR6145058	k99_7149 	 441
SRR6145058	k99_10029 	 441
SRR6145058	k99_1884 	 441
SRR6145058	k99_1500 	 441
SRR6145058	k99_4057 	 441
SRR6145058	k99_2135 	 441
SRR6145058	k99_9904 	 441
SRR6145058	k99_2102 	 441
SRR6145058	k99_2680 	 440
SRR6145058	k99_3540 	 440
SRR6145058	k99_372 	 440
SRR6145058	k99_11035 	 440
SRR6145058	k99_7262 	 440
SRR6145058	k99_11814 	 440
SRR6145058	k99_7500 	 440
SRR6145058	k99_1485 	 440
SRR6145058	k99_140 	 440
SRR6145058	k99_6303 	 440
SRR6145058	k99_241 	 440
SRR6145058	k99_8740 	 440
SRR6145058	k99_1237 	 440
SRR6145058	k99_3775 	 440
SRR6145058	k99_7836 	 440
SRR6145058	k99_3851 	 440
SRR6145058	k99_7571 	 439
SRR6145058	k99_7554 	 439
SRR6145058	k99_9211 	 439
SRR6145058	k99_4043 	 439
SRR6145058	k99_7201 	 439
SRR6145058	k99_6305 	 439
SRR6145058	k99_7195 	 439
SRR6145058	k99_10450 	 439
SRR6145058	k99_878 	 439
SRR6145058	k99_5385 	 439
SRR6145058	k99_6461 	 439
SRR6145058	k99_774 	 439
SRR6145058	k99_2766 	 439
SRR6145058	k99_2647 	 439
SRR6145058	k99_6937 	 438
SRR6145058	k99_3643 	 438
SRR6145058	k99_1688 	 438
SRR6145058	k99_2007 	 438
SRR6145058	k99_4699 	 438
SRR6145058	k99_2532 	 438
SRR6145058	k99_10718 	 438
SRR6145058	k99_10669 	 438
SRR6145058	k99_7693 	 438
SRR6145058	k99_2443 	 438
SRR6145058	k99_3461 	 438
SRR6145058	k99_5173 	 438
SRR6145058	k99_9968 	 438
SRR6145058	k99_8771 	 438
SRR6145058	k99_3111 	 438
SRR6145058	k99_7059 	 438
SRR6145058	k99_10255 	 438
SRR6145058	k99_3338 	 438
SRR6145058	k99_6523 	 438
SRR6145058	k99_3006 	 438
SRR6145058	k99_7952 	 438
