sample	contig	length
SRR6145059	k99_14271 	 518
SRR6145059	k99_6592 	 518
SRR6145059	k99_10740 	 518
SRR6145059	k99_14941 	 518
SRR6145059	k99_6547 	 518
SRR6145059	k99_11967 	 518
SRR6145059	k99_11444 	 518
SRR6145059	k99_15656 	 518
SRR6145059	k99_13719 	 518
SRR6145059	k99_7020 	 518
SRR6145059	k99_5063 	 518
SRR6145059	k99_5146 	 518
SRR6145059	k99_11537 	 518
SRR6145059	k99_14668 	 518
SRR6145059	k99_374 	 518
SRR6145059	k99_1573 	 517
SRR6145059	k99_4683 	 517
SRR6145059	k99_6714 	 517
SRR6145059	k99_13525 	 517
SRR6145059	k99_322 	 517
SRR6145059	k99_14140 	 517
SRR6145059	k99_3627 	 517
SRR6145059	k99_400 	 517
SRR6145059	k99_11094 	 517
SRR6145059	k99_4083 	 517
SRR6145059	k99_12963 	 517
SRR6145059	k99_6984 	 517
SRR6145059	k99_2862 	 517
SRR6145059	k99_15595 	 517
SRR6145059	k99_12777 	 517
SRR6145059	k99_1610 	 516
SRR6145059	k99_8602 	 516
SRR6145059	k99_7409 	 516
SRR6145059	k99_4938 	 516
SRR6145059	k99_1622 	 516
SRR6145059	k99_7550 	 516
SRR6145059	k99_10749 	 516
SRR6145059	k99_10681 	 516
SRR6145059	k99_196 	 516
SRR6145059	k99_8590 	 516
SRR6145059	k99_15095 	 516
SRR6145059	k99_2845 	 516
SRR6145059	k99_13859 	 515
SRR6145059	k99_9550 	 515
SRR6145059	k99_6686 	 515
SRR6145059	k99_6491 	 515
SRR6145059	k99_7935 	 515
SRR6145059	k99_11534 	 515
SRR6145059	k99_15643 	 515
SRR6145059	k99_7055 	 515
SRR6145059	k99_6850 	 515
SRR6145059	k99_8267 	 515
SRR6145059	k99_15471 	 515
SRR6145059	k99_19 	 515
SRR6145059	k99_3439 	 515
SRR6145059	k99_8915 	 515
SRR6145059	k99_12587 	 515
SRR6145059	k99_6421 	 515
SRR6145059	k99_11288 	 515
SRR6145059	k99_7156 	 515
SRR6145059	k99_3249 	 515
SRR6145059	k99_7192 	 515
SRR6145059	k99_5040 	 515
SRR6145059	k99_9345 	 515
SRR6145059	k99_8859 	 514
SRR6145059	k99_11545 	 514
SRR6145059	k99_10264 	 514
SRR6145059	k99_14399 	 514
SRR6145059	k99_14093 	 514
SRR6145059	k99_519 	 514
SRR6145059	k99_11758 	 514
SRR6145059	k99_1408 	 514
SRR6145059	k99_10204 	 514
SRR6145059	k99_828 	 514
SRR6145059	k99_6647 	 514
SRR6145059	k99_8314 	 514
SRR6145059	k99_13786 	 514
SRR6145059	k99_12035 	 513
SRR6145059	k99_3624 	 513
SRR6145059	k99_9197 	 513
SRR6145059	k99_6062 	 513
SRR6145059	k99_2330 	 513
SRR6145059	k99_10603 	 513
SRR6145059	k99_2820 	 513
SRR6145059	k99_9995 	 513
SRR6145059	k99_12267 	 513
SRR6145059	k99_8110 	 512
SRR6145059	k99_11427 	 512
SRR6145059	k99_11465 	 512
SRR6145059	k99_7074 	 512
SRR6145059	k99_7624 	 512
SRR6145059	k99_11943 	 512
SRR6145059	k99_5059 	 512
SRR6145059	k99_7462 	 512
SRR6145059	k99_9113 	 512
SRR6145059	k99_3517 	 512
SRR6145059	k99_6054 	 512
SRR6145059	k99_6864 	 512
SRR6145059	k99_5548 	 512
SRR6145059	k99_15420 	 512
SRR6145059	k99_3784 	 512
SRR6145059	k99_14272 	 512
SRR6145059	k99_4700 	 512
SRR6145059	k99_6517 	 512
SRR6145059	k99_6277 	 512
SRR6145059	k99_9641 	 512
SRR6145059	k99_1019 	 511
SRR6145059	k99_10155 	 511
SRR6145059	k99_9499 	 511
SRR6145059	k99_4247 	 511
SRR6145059	k99_11004 	 511
SRR6145059	k99_1342 	 511
SRR6145059	k99_15669 	 511
SRR6145059	k99_15240 	 511
SRR6145059	k99_4196 	 511
SRR6145059	k99_694 	 511
SRR6145059	k99_2819 	 511
SRR6145059	k99_10411 	 511
SRR6145059	k99_10837 	 511
SRR6145059	k99_885 	 511
SRR6145059	k99_2316 	 511
SRR6145059	k99_13679 	 511
SRR6145059	k99_2271 	 511
SRR6145059	k99_2302 	 511
SRR6145059	k99_5458 	 511
SRR6145059	k99_6699 	 510
SRR6145059	k99_1016 	 510
SRR6145059	k99_15362 	 510
SRR6145059	k99_5566 	 510
SRR6145059	k99_193 	 510
SRR6145059	k99_3480 	 510
SRR6145059	k99_7629 	 510
SRR6145059	k99_14374 	 510
SRR6145059	k99_7370 	 510
SRR6145059	k99_8872 	 510
SRR6145059	k99_701 	 510
SRR6145059	k99_14343 	 510
SRR6145059	k99_187 	 510
SRR6145059	k99_10653 	 510
SRR6145059	k99_4981 	 510
SRR6145059	k99_14680 	 509
SRR6145059	k99_15250 	 509
SRR6145059	k99_8699 	 509
SRR6145059	k99_1207 	 509
SRR6145059	k99_2214 	 509
SRR6145059	k99_7402 	 509
SRR6145059	k99_12063 	 509
SRR6145059	k99_3620 	 509
SRR6145059	k99_13733 	 509
SRR6145059	k99_10872 	 509
SRR6145059	k99_11846 	 509
SRR6145059	k99_8410 	 509
SRR6145059	k99_9912 	 509
SRR6145059	k99_2439 	 509
SRR6145059	k99_314 	 509
SRR6145059	k99_5481 	 509
SRR6145059	k99_13705 	 509
SRR6145059	k99_6692 	 509
SRR6145059	k99_10481 	 509
SRR6145059	k99_5702 	 509
SRR6145059	k99_6751 	 509
SRR6145059	k99_13088 	 508
SRR6145059	k99_15050 	 508
SRR6145059	k99_396 	 508
SRR6145059	k99_15166 	 508
SRR6145059	k99_9039 	 508
SRR6145059	k99_11472 	 508
SRR6145059	k99_6600 	 508
SRR6145059	k99_11310 	 508
SRR6145059	k99_7104 	 508
SRR6145059	k99_6609 	 508
SRR6145059	k99_13858 	 508
SRR6145059	k99_898 	 508
SRR6145059	k99_14424 	 508
SRR6145059	k99_15436 	 508
SRR6145059	k99_12170 	 508
SRR6145059	k99_10094 	 507
SRR6145059	k99_4079 	 507
SRR6145059	k99_10939 	 507
SRR6145059	k99_14352 	 507
SRR6145059	k99_9196 	 507
SRR6145059	k99_4054 	 507
SRR6145059	k99_15168 	 507
SRR6145059	k99_5448 	 507
SRR6145059	k99_292 	 507
SRR6145059	k99_9165 	 507
SRR6145059	k99_2240 	 507
SRR6145059	k99_13922 	 507
SRR6145059	k99_4076 	 506
SRR6145059	k99_7241 	 506
SRR6145059	k99_4653 	 506
SRR6145059	k99_6538 	 506
SRR6145059	k99_1387 	 506
SRR6145059	k99_1153 	 506
SRR6145059	k99_10800 	 506
SRR6145059	k99_9218 	 506
SRR6145059	k99_2694 	 506
SRR6145059	k99_1233 	 506
SRR6145059	k99_7598 	 506
SRR6145059	k99_13014 	 506
SRR6145059	k99_611 	 506
SRR6145059	k99_3994 	 506
SRR6145059	k99_10787 	 506
SRR6145059	k99_11511 	 506
SRR6145059	k99_12501 	 506
SRR6145059	k99_9879 	 506
SRR6145059	k99_315 	 506
SRR6145059	k99_3628 	 506
SRR6145059	k99_12031 	 506
SRR6145059	k99_10926 	 506
SRR6145059	k99_5382 	 506
SRR6145059	k99_10748 	 506
SRR6145059	k99_9180 	 506
SRR6145059	k99_487 	 505
SRR6145059	k99_15734 	 505
SRR6145059	k99_7758 	 505
SRR6145059	k99_4039 	 505
SRR6145059	k99_6127 	 505
SRR6145059	k99_7803 	 505
SRR6145059	k99_9301 	 505
SRR6145059	k99_465 	 505
SRR6145059	k99_6511 	 505
SRR6145059	k99_1539 	 505
SRR6145059	k99_8249 	 505
SRR6145059	k99_9672 	 505
SRR6145059	k99_13489 	 505
SRR6145059	k99_14130 	 505
SRR6145059	k99_942 	 505
SRR6145059	k99_10479 	 505
SRR6145059	k99_12154 	 505
SRR6145059	k99_596 	 505
SRR6145059	k99_9590 	 505
SRR6145059	k99_15742 	 505
SRR6145059	k99_1594 	 505
SRR6145059	k99_312 	 505
SRR6145059	k99_2825 	 505
SRR6145059	k99_13843 	 504
SRR6145059	k99_14153 	 504
SRR6145059	k99_7946 	 504
SRR6145059	k99_12940 	 504
SRR6145059	k99_2894 	 504
SRR6145059	k99_7588 	 504
SRR6145059	k99_10515 	 504
SRR6145059	k99_12788 	 504
SRR6145059	k99_10140 	 504
SRR6145059	k99_5411 	 504
SRR6145059	k99_7784 	 504
SRR6145059	k99_13665 	 504
SRR6145059	k99_10013 	 504
SRR6145059	k99_6879 	 504
SRR6145059	k99_7919 	 504
SRR6145059	k99_7713 	 504
SRR6145059	k99_8635 	 504
SRR6145059	k99_14710 	 504
SRR6145059	k99_10620 	 503
SRR6145059	k99_995 	 503
SRR6145059	k99_9260 	 503
SRR6145059	k99_10756 	 503
SRR6145059	k99_9372 	 503
SRR6145059	k99_1013 	 503
SRR6145059	k99_8216 	 503
SRR6145059	k99_4026 	 503
SRR6145059	k99_593 	 503
SRR6145059	k99_12933 	 503
SRR6145059	k99_12483 	 503
SRR6145059	k99_8215 	 503
SRR6145059	k99_4738 	 503
SRR6145059	k99_641 	 503
SRR6145059	k99_7974 	 503
SRR6145059	k99_9541 	 503
SRR6145059	k99_11793 	 503
SRR6145059	k99_10600 	 503
SRR6145059	k99_11617 	 503
SRR6145059	k99_10317 	 503
SRR6145059	k99_4664 	 503
SRR6145059	k99_4103 	 502
SRR6145059	k99_7215 	 502
SRR6145059	k99_14477 	 502
SRR6145059	k99_10276 	 502
SRR6145059	k99_8933 	 502
SRR6145059	k99_14584 	 502
SRR6145059	k99_2703 	 502
SRR6145059	k99_5327 	 502
SRR6145059	k99_5475 	 502
SRR6145059	k99_8029 	 502
SRR6145059	k99_11296 	 502
SRR6145059	k99_12801 	 502
SRR6145059	k99_10524 	 502
SRR6145059	k99_9171 	 502
SRR6145059	k99_4250 	 502
SRR6145059	k99_2831 	 501
SRR6145059	k99_12607 	 501
SRR6145059	k99_8386 	 501
SRR6145059	k99_12373 	 501
SRR6145059	k99_1891 	 501
SRR6145059	k99_13952 	 501
SRR6145059	k99_5749 	 501
SRR6145059	k99_13512 	 501
SRR6145059	k99_7767 	 501
SRR6145059	k99_4053 	 501
SRR6145059	k99_14942 	 501
SRR6145059	k99_8533 	 501
SRR6145059	k99_1933 	 500
SRR6145059	k99_2126 	 500
SRR6145059	k99_9153 	 500
SRR6145059	k99_15026 	 500
SRR6145059	k99_12792 	 500
SRR6145059	k99_9212 	 500
SRR6145059	k99_8429 	 500
SRR6145059	k99_4158 	 500
SRR6145059	k99_11313 	 500
SRR6145059	k99_12842 	 500
SRR6145059	k99_11150 	 500
SRR6145059	k99_15080 	 500
SRR6145059	k99_3616 	 500
SRR6145059	k99_6601 	 500
SRR6145059	k99_8525 	 500
SRR6145059	k99_15745 	 500
SRR6145059	k99_1202 	 500
SRR6145059	k99_1216 	 500
SRR6145059	k99_774 	 500
SRR6145059	k99_15567 	 500
SRR6145059	k99_2920 	 500
SRR6145059	k99_9781 	 500
SRR6145059	k99_13932 	 500
SRR6145059	k99_7998 	 499
SRR6145059	k99_8544 	 499
SRR6145059	k99_3074 	 499
SRR6145059	k99_6482 	 499
SRR6145059	k99_7990 	 499
SRR6145059	k99_11105 	 499
SRR6145059	k99_10943 	 499
SRR6145059	k99_12488 	 499
SRR6145059	k99_1450 	 499
SRR6145059	k99_6354 	 499
SRR6145059	k99_14564 	 499
SRR6145059	k99_11233 	 499
SRR6145059	k99_1809 	 499
SRR6145059	k99_1856 	 499
SRR6145059	k99_8239 	 499
SRR6145059	k99_3756 	 499
SRR6145059	k99_14348 	 498
SRR6145059	k99_13397 	 498
SRR6145059	k99_11137 	 498
SRR6145059	k99_12544 	 498
SRR6145059	k99_9514 	 498
SRR6145059	k99_15689 	 498
SRR6145059	k99_8468 	 498
SRR6145059	k99_12820 	 498
SRR6145059	k99_14637 	 498
SRR6145059	k99_1002 	 498
SRR6145059	k99_12497 	 498
SRR6145059	k99_13344 	 498
SRR6145059	k99_8432 	 498
SRR6145059	k99_2500 	 498
SRR6145059	k99_890 	 498
SRR6145059	k99_8554 	 498
SRR6145059	k99_2650 	 498
SRR6145059	k99_3974 	 498
SRR6145059	k99_5101 	 498
SRR6145059	k99_12841 	 498
SRR6145059	k99_9586 	 498
SRR6145059	k99_14527 	 498
SRR6145059	k99_10431 	 498
SRR6145059	k99_397 	 498
SRR6145059	k99_11957 	 498
SRR6145059	k99_497 	 498
SRR6145059	k99_14246 	 498
SRR6145059	k99_8538 	 497
SRR6145059	k99_9129 	 497
SRR6145059	k99_4312 	 497
SRR6145059	k99_2619 	 497
SRR6145059	k99_5138 	 497
SRR6145059	k99_8591 	 497
SRR6145059	k99_4206 	 497
SRR6145059	k99_444 	 497
SRR6145059	k99_5237 	 497
SRR6145059	k99_4320 	 497
SRR6145059	k99_11085 	 497
SRR6145059	k99_11538 	 497
SRR6145059	k99_14068 	 497
SRR6145059	k99_872 	 497
SRR6145059	k99_3764 	 497
SRR6145059	k99_10511 	 497
SRR6145059	k99_7022 	 497
SRR6145059	k99_8877 	 497
SRR6145059	k99_8369 	 497
SRR6145059	k99_15112 	 497
SRR6145059	k99_9024 	 497
SRR6145059	k99_14291 	 497
SRR6145059	k99_10162 	 497
SRR6145059	k99_9264 	 497
SRR6145059	k99_9971 	 497
SRR6145059	k99_15604 	 497
SRR6145059	k99_12966 	 497
SRR6145059	k99_15280 	 496
SRR6145059	k99_856 	 496
SRR6145059	k99_12140 	 496
SRR6145059	k99_12844 	 496
SRR6145059	k99_11691 	 496
SRR6145059	k99_9899 	 496
SRR6145059	k99_812 	 496
SRR6145059	k99_8268 	 496
SRR6145059	k99_664 	 496
SRR6145059	k99_10912 	 496
SRR6145059	k99_15517 	 496
SRR6145059	k99_12410 	 496
SRR6145059	k99_6316 	 496
SRR6145059	k99_3453 	 496
SRR6145059	k99_15156 	 496
SRR6145059	k99_9340 	 496
SRR6145059	k99_3712 	 496
SRR6145059	k99_13546 	 496
SRR6145059	k99_11129 	 496
SRR6145059	k99_2226 	 496
SRR6145059	k99_15336 	 495
SRR6145059	k99_9339 	 495
SRR6145059	k99_11328 	 495
SRR6145059	k99_11576 	 495
SRR6145059	k99_12085 	 495
SRR6145059	k99_6566 	 495
SRR6145059	k99_4942 	 495
SRR6145059	k99_7502 	 495
SRR6145059	k99_15277 	 495
SRR6145059	k99_9950 	 495
SRR6145059	k99_4909 	 495
SRR6145059	k99_4805 	 495
SRR6145059	k99_4322 	 495
SRR6145059	k99_12923 	 495
SRR6145059	k99_631 	 495
SRR6145059	k99_10115 	 495
SRR6145059	k99_5073 	 495
SRR6145059	k99_9401 	 495
SRR6145059	k99_2635 	 495
SRR6145059	k99_13890 	 495
SRR6145059	k99_14829 	 495
SRR6145059	k99_5914 	 495
SRR6145059	k99_14845 	 495
SRR6145059	k99_3485 	 495
SRR6145059	k99_12212 	 495
SRR6145059	k99_7037 	 495
SRR6145059	k99_4670 	 495
SRR6145059	k99_12444 	 495
SRR6145059	k99_13227 	 495
SRR6145059	k99_13492 	 495
SRR6145059	k99_5216 	 494
SRR6145059	k99_8302 	 494
SRR6145059	k99_12525 	 494
SRR6145059	k99_15481 	 494
SRR6145059	k99_12283 	 494
SRR6145059	k99_10786 	 494
SRR6145059	k99_13310 	 494
SRR6145059	k99_6454 	 494
SRR6145059	k99_7110 	 494
SRR6145059	k99_1929 	 494
SRR6145059	k99_12649 	 494
SRR6145059	k99_5026 	 494
SRR6145059	k99_13672 	 494
SRR6145059	k99_14469 	 494
SRR6145059	k99_7690 	 494
SRR6145059	k99_3559 	 494
SRR6145059	k99_15453 	 494
SRR6145059	k99_5936 	 494
SRR6145059	k99_6570 	 494
SRR6145059	k99_10393 	 493
SRR6145059	k99_6167 	 493
SRR6145059	k99_6340 	 493
SRR6145059	k99_10130 	 493
SRR6145059	k99_9990 	 493
SRR6145059	k99_4245 	 493
SRR6145059	k99_6950 	 493
SRR6145059	k99_3136 	 493
SRR6145059	k99_4195 	 493
SRR6145059	k99_6086 	 493
SRR6145059	k99_12375 	 493
SRR6145059	k99_14002 	 493
SRR6145059	k99_14156 	 493
SRR6145059	k99_11588 	 493
SRR6145059	k99_14085 	 493
SRR6145059	k99_5376 	 493
SRR6145059	k99_9170 	 493
SRR6145059	k99_12831 	 493
SRR6145059	k99_256 	 493
SRR6145059	k99_5097 	 492
SRR6145059	k99_11225 	 492
SRR6145059	k99_1926 	 492
SRR6145059	k99_1604 	 492
SRR6145059	k99_8150 	 492
SRR6145059	k99_13288 	 492
SRR6145059	k99_3040 	 492
SRR6145059	k99_345 	 492
SRR6145059	k99_14453 	 492
SRR6145059	k99_11206 	 492
SRR6145059	k99_5661 	 492
SRR6145059	k99_11320 	 492
SRR6145059	k99_2900 	 492
SRR6145059	k99_9695 	 492
SRR6145059	k99_13934 	 491
SRR6145059	k99_8337 	 491
SRR6145059	k99_378 	 491
SRR6145059	k99_15482 	 491
SRR6145059	k99_9742 	 491
SRR6145059	k99_9614 	 491
SRR6145059	k99_1679 	 491
SRR6145059	k99_12809 	 491
SRR6145059	k99_8255 	 491
SRR6145059	k99_14995 	 491
SRR6145059	k99_15286 	 491
SRR6145059	k99_13986 	 491
SRR6145059	k99_13027 	 491
SRR6145059	k99_14059 	 491
SRR6145059	k99_1099 	 491
SRR6145059	k99_8952 	 491
SRR6145059	k99_3507 	 491
SRR6145059	k99_6125 	 491
SRR6145059	k99_10830 	 490
SRR6145059	k99_14681 	 490
SRR6145059	k99_4834 	 490
SRR6145059	k99_9257 	 490
SRR6145059	k99_1489 	 490
SRR6145059	k99_3357 	 490
SRR6145059	k99_10439 	 490
SRR6145059	k99_2853 	 490
SRR6145059	k99_15188 	 490
SRR6145059	k99_10546 	 490
SRR6145059	k99_15648 	 490
SRR6145059	k99_11861 	 490
SRR6145059	k99_3598 	 490
SRR6145059	k99_11711 	 490
SRR6145059	k99_14812 	 490
SRR6145059	k99_10553 	 490
SRR6145059	k99_7936 	 490
SRR6145059	k99_14193 	 490
SRR6145059	k99_8507 	 490
SRR6145059	k99_6536 	 490
SRR6145059	k99_11007 	 490
SRR6145059	k99_7556 	 489
SRR6145059	k99_12472 	 489
SRR6145059	k99_6300 	 489
SRR6145059	k99_10062 	 489
SRR6145059	k99_15672 	 489
SRR6145059	k99_4899 	 489
SRR6145059	k99_10489 	 489
SRR6145059	k99_6783 	 489
SRR6145059	k99_11400 	 489
SRR6145059	k99_1719 	 489
SRR6145059	k99_4414 	 489
SRR6145059	k99_282 	 489
SRR6145059	k99_2206 	 489
SRR6145059	k99_7891 	 489
SRR6145059	k99_1241 	 489
SRR6145059	k99_13171 	 489
SRR6145059	k99_12830 	 489
SRR6145059	k99_1852 	 489
SRR6145059	k99_4826 	 489
SRR6145059	k99_1752 	 489
SRR6145059	k99_9904 	 489
SRR6145059	k99_13850 	 489
SRR6145059	k99_9876 	 489
SRR6145059	k99_13566 	 488
SRR6145059	k99_12779 	 488
SRR6145059	k99_11914 	 488
SRR6145059	k99_13292 	 488
SRR6145059	k99_6518 	 488
SRR6145059	k99_7731 	 488
SRR6145059	k99_6028 	 488
SRR6145059	k99_331 	 488
SRR6145059	k99_5434 	 488
SRR6145059	k99_8055 	 488
SRR6145059	k99_12951 	 488
SRR6145059	k99_2828 	 488
SRR6145059	k99_13924 	 488
SRR6145059	k99_12049 	 488
SRR6145059	k99_7883 	 488
SRR6145059	k99_7223 	 488
SRR6145059	k99_8624 	 487
SRR6145059	k99_4594 	 487
SRR6145059	k99_14445 	 487
SRR6145059	k99_3322 	 487
SRR6145059	k99_9454 	 487
SRR6145059	k99_4208 	 487
SRR6145059	k99_11084 	 487
SRR6145059	k99_1223 	 487
SRR6145059	k99_12062 	 487
SRR6145059	k99_13863 	 487
SRR6145059	k99_11362 	 487
SRR6145059	k99_14020 	 487
SRR6145059	k99_6500 	 487
SRR6145059	k99_11439 	 487
SRR6145059	k99_222 	 487
SRR6145059	k99_3361 	 487
SRR6145059	k99_8384 	 487
SRR6145059	k99_13609 	 487
SRR6145059	k99_4131 	 487
SRR6145059	k99_5709 	 487
SRR6145059	k99_13673 	 486
SRR6145059	k99_14229 	 486
SRR6145059	k99_12524 	 486
SRR6145059	k99_7442 	 486
SRR6145059	k99_9700 	 486
SRR6145059	k99_15254 	 486
SRR6145059	k99_652 	 486
SRR6145059	k99_14212 	 486
SRR6145059	k99_9328 	 486
SRR6145059	k99_5896 	 486
SRR6145059	k99_9869 	 486
SRR6145059	k99_14052 	 486
SRR6145059	k99_742 	 486
SRR6145059	k99_14298 	 486
SRR6145059	k99_6637 	 486
SRR6145059	k99_13312 	 486
SRR6145059	k99_7944 	 486
SRR6145059	k99_1991 	 486
SRR6145059	k99_12541 	 486
SRR6145059	k99_13631 	 485
SRR6145059	k99_2389 	 485
SRR6145059	k99_4555 	 485
SRR6145059	k99_10361 	 485
SRR6145059	k99_10561 	 485
SRR6145059	k99_494 	 485
SRR6145059	k99_6768 	 485
SRR6145059	k99_4287 	 485
SRR6145059	k99_1805 	 485
SRR6145059	k99_697 	 485
SRR6145059	k99_3191 	 485
SRR6145059	k99_10580 	 485
SRR6145059	k99_8383 	 485
SRR6145059	k99_1670 	 485
SRR6145059	k99_14757 	 485
SRR6145059	k99_8556 	 485
SRR6145059	k99_12069 	 485
SRR6145059	k99_3716 	 485
SRR6145059	k99_6067 	 484
SRR6145059	k99_1579 	 484
SRR6145059	k99_2407 	 484
SRR6145059	k99_12080 	 484
SRR6145059	k99_5149 	 484
SRR6145059	k99_183 	 484
SRR6145059	k99_7440 	 484
SRR6145059	k99_14834 	 484
SRR6145059	k99_9683 	 484
SRR6145059	k99_13298 	 484
SRR6145059	k99_3999 	 484
SRR6145059	k99_13737 	 484
SRR6145059	k99_285 	 484
SRR6145059	k99_8700 	 484
SRR6145059	k99_10467 	 484
SRR6145059	k99_13028 	 484
SRR6145059	k99_8035 	 484
SRR6145059	k99_181 	 484
SRR6145059	k99_3674 	 484
SRR6145059	k99_3676 	 484
SRR6145059	k99_11058 	 484
SRR6145059	k99_4453 	 484
SRR6145059	k99_6924 	 483
SRR6145059	k99_13791 	 483
SRR6145059	k99_10671 	 483
SRR6145059	k99_14364 	 483
SRR6145059	k99_13444 	 483
SRR6145059	k99_573 	 483
SRR6145059	k99_10984 	 483
SRR6145059	k99_13628 	 483
SRR6145059	k99_10498 	 483
SRR6145059	k99_1987 	 483
SRR6145059	k99_8510 	 483
SRR6145059	k99_3927 	 483
SRR6145059	k99_11989 	 483
SRR6145059	k99_11181 	 483
SRR6145059	k99_7433 	 483
SRR6145059	k99_11983 	 483
SRR6145059	k99_5628 	 483
SRR6145059	k99_342 	 483
SRR6145059	k99_10338 	 483
SRR6145059	k99_3125 	 483
SRR6145059	k99_5476 	 483
SRR6145059	k99_8362 	 483
SRR6145059	k99_12838 	 483
SRR6145059	k99_11136 	 483
SRR6145059	k99_15676 	 483
SRR6145059	k99_12473 	 483
SRR6145059	k99_8895 	 483
SRR6145059	k99_11475 	 483
SRR6145059	k99_13758 	 483
SRR6145059	k99_960 	 483
SRR6145059	k99_12791 	 483
SRR6145059	k99_12361 	 482
SRR6145059	k99_8234 	 482
SRR6145059	k99_10750 	 482
SRR6145059	k99_3120 	 482
SRR6145059	k99_14645 	 482
SRR6145059	k99_13820 	 482
SRR6145059	k99_4442 	 482
SRR6145059	k99_2721 	 482
SRR6145059	k99_12693 	 482
SRR6145059	k99_13054 	 482
SRR6145059	k99_14480 	 482
SRR6145059	k99_5155 	 482
SRR6145059	k99_8676 	 482
SRR6145059	k99_10656 	 482
SRR6145059	k99_13030 	 482
SRR6145059	k99_12562 	 482
SRR6145059	k99_14371 	 482
SRR6145059	k99_361 	 481
SRR6145059	k99_5681 	 481
SRR6145059	k99_9554 	 481
SRR6145059	k99_9644 	 481
SRR6145059	k99_5808 	 481
SRR6145059	k99_11174 	 481
SRR6145059	k99_3703 	 481
SRR6145059	k99_39 	 481
SRR6145059	k99_1712 	 481
SRR6145059	k99_9755 	 481
SRR6145059	k99_14683 	 481
SRR6145059	k99_11968 	 481
SRR6145059	k99_2310 	 481
SRR6145059	k99_4150 	 481
SRR6145059	k99_13045 	 481
SRR6145059	k99_15072 	 481
SRR6145059	k99_5582 	 481
SRR6145059	k99_6378 	 481
SRR6145059	k99_11944 	 481
SRR6145059	k99_8598 	 481
SRR6145059	k99_7800 	 481
SRR6145059	k99_5229 	 481
SRR6145059	k99_55 	 481
SRR6145059	k99_8435 	 481
SRR6145059	k99_10057 	 480
SRR6145059	k99_8515 	 480
SRR6145059	k99_6066 	 480
SRR6145059	k99_7511 	 480
SRR6145059	k99_15711 	 480
SRR6145059	k99_8925 	 480
SRR6145059	k99_5199 	 480
SRR6145059	k99_10853 	 480
SRR6145059	k99_9038 	 480
SRR6145059	k99_5201 	 480
SRR6145059	k99_15162 	 480
SRR6145059	k99_14010 	 480
SRR6145059	k99_10229 	 480
SRR6145059	k99_12756 	 480
SRR6145059	k99_9678 	 480
SRR6145059	k99_4589 	 480
SRR6145059	k99_4269 	 480
SRR6145059	k99_4335 	 480
SRR6145059	k99_15062 	 480
SRR6145059	k99_8918 	 480
SRR6145059	k99_7090 	 480
SRR6145059	k99_10552 	 479
SRR6145059	k99_5325 	 479
SRR6145059	k99_13937 	 479
SRR6145059	k99_8464 	 479
SRR6145059	k99_10741 	 479
SRR6145059	k99_8517 	 479
SRR6145059	k99_8641 	 479
SRR6145059	k99_9208 	 479
SRR6145059	k99_13065 	 479
SRR6145059	k99_9164 	 479
SRR6145059	k99_7208 	 479
SRR6145059	k99_13756 	 479
SRR6145059	k99_2883 	 479
SRR6145059	k99_6886 	 479
SRR6145059	k99_2106 	 479
SRR6145059	k99_1011 	 479
SRR6145059	k99_8388 	 479
SRR6145059	k99_12602 	 479
SRR6145059	k99_12614 	 479
SRR6145059	k99_366 	 479
SRR6145059	k99_7980 	 479
SRR6145059	k99_460 	 479
SRR6145059	k99_5873 	 479
SRR6145059	k99_8397 	 478
SRR6145059	k99_14532 	 478
SRR6145059	k99_12814 	 478
SRR6145059	k99_11625 	 478
SRR6145059	k99_796 	 478
SRR6145059	k99_10144 	 478
SRR6145059	k99_5228 	 478
SRR6145059	k99_7279 	 478
SRR6145059	k99_11089 	 478
SRR6145059	k99_10341 	 478
SRR6145059	k99_11356 	 478
SRR6145059	k99_3944 	 478
SRR6145059	k99_7723 	 478
SRR6145059	k99_5177 	 478
SRR6145059	k99_3195 	 478
SRR6145059	k99_12127 	 478
SRR6145059	k99_4307 	 478
SRR6145059	k99_9686 	 478
SRR6145059	k99_2264 	 478
SRR6145059	k99_4405 	 478
SRR6145059	k99_14999 	 478
SRR6145059	k99_2643 	 478
SRR6145059	k99_9075 	 478
SRR6145059	k99_9069 	 478
SRR6145059	k99_7213 	 478
SRR6145059	k99_336 	 478
SRR6145059	k99_5851 	 477
SRR6145059	k99_11255 	 477
SRR6145059	k99_6883 	 477
SRR6145059	k99_4889 	 477
SRR6145059	k99_3909 	 477
SRR6145059	k99_2667 	 477
SRR6145059	k99_6387 	 477
SRR6145059	k99_7026 	 477
SRR6145059	k99_8394 	 477
SRR6145059	k99_8900 	 477
SRR6145059	k99_5832 	 477
SRR6145059	k99_1789 	 477
SRR6145059	k99_4515 	 477
SRR6145059	k99_2160 	 477
SRR6145059	k99_1919 	 477
SRR6145059	k99_2231 	 477
SRR6145059	k99_10907 	 477
SRR6145059	k99_9049 	 477
SRR6145059	k99_15398 	 477
SRR6145059	k99_3552 	 477
SRR6145059	k99_10783 	 477
SRR6145059	k99_10425 	 477
SRR6145059	k99_10869 	 477
SRR6145059	k99_4939 	 477
SRR6145059	k99_3903 	 477
SRR6145059	k99_255 	 477
SRR6145059	k99_1169 	 477
SRR6145059	k99_12418 	 476
SRR6145059	k99_14345 	 476
SRR6145059	k99_1633 	 476
