sample	contig	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids	taxid	name
SRR6145059	k99_2752	deepbgc	0.1.0	deepbgc	k99_2752_1-1099.1	1	1099	1098	1	1	1	0.51311	antibacterial	0.84	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_2752_k99_2752_1	PF01757	PF01757	1270	Micrococcus luteus
SRR6145059	k99_12620	deepbgc	0.1.0	deepbgc	k99_12620_2-8792.1	2	8792	8790	7	10	6	0.81868	antibacterial	0.85	0.06	0.11	0.22	NA	0.06	0.08	0.31	0.26	0.15	0.02	0.21	k99_12620_k99_12620_1;k99_12620_k99_12620_2;k99_12620_k99_12620_3;k99_12620_k99_12620_4;k99_12620_k99_12620_5;k99_12620_k99_12620_6;k99_12620_k99_12620_7	PF02770;PF02668;PF00248;PF08028;PF00441;PF02771	PF00296;PF02668;PF02771;PF02770;PF00441;PF08028;PF00296;PF09084;PF00496;PF00248	134537	Paraburkholderia fungorum
SRR6145059	k99_12620	deepbgc	0.1.0	deepbgc	k99_12620_9835-11551.1	9835	11551	1716	1	6	0	0.52112	antibacterial	0.84	0.04	0.07	0.09	RiPP	0	0.02	0.08	0.04	0.84	0.01	0.01	k99_12620_k99_12620_9	NA	PF08352;PF00005;PF13191;PF13555;PF02463;PF13304	134537	Paraburkholderia fungorum
SRR6145059	k99_8034	deepbgc	0.1.0	deepbgc	k99_8034_52-3272.1	52	3272	3220	2	4	0	0.53913	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_8034_k99_8034_1;k99_8034_k99_8034_2	NA	PF06742;PF06863;PF06863;PF06742	134537	Paraburkholderia fungorum
SRR6145059	k99_6548	deepbgc	0.1.0	deepbgc	k99_6548_23642-24335.1	23642	24335	693	1	1	0	0.52527	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_6548_k99_6548_40	NA	PF02586	1804984	Burkholderia sp. OLGA172
SRR6145059	k99_4497	deepbgc	0.1.0	deepbgc	k99_4497_255-7175.1	255	7175	6920	7	8	0	0.77906	antibacterial	0.76	0.11	0.14	0.26	NA	0.01	0.07	0.1	0.3	0.23	0.05	0.29	k99_4497_k99_4497_2;k99_4497_k99_4497_3;k99_4497_k99_4497_4;k99_4497_k99_4497_5;k99_4497_k99_4497_6;k99_4497_k99_4497_7;k99_4497_k99_4497_8	NA	PF00890;PF06283;PF01261;PF02826;PF02884;PF02278;PF08124;PF10022	1747	Cutibacterium acnes
SRR6145059	k99_12546	deepbgc	0.1.0	deepbgc	k99_12546_0-1530.1	0	1530	1530	1	1	0	0.60642	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_12546_k99_12546_1	NA	PF05593	1747	Cutibacterium acnes
SRR6145059	k99_6397	deepbgc	0.1.0	deepbgc	k99_6397_0-6841.1	0	6841	6841	6	15	0	0.66271	antibacterial	0.82	0.12	0.06	0.09	RiPP	0	0.04	0.16	0.04	0.77	0	0	k99_6397_k99_6397_1;k99_6397_k99_6397_2;k99_6397_k99_6397_3;k99_6397_k99_6397_4;k99_6397_k99_6397_5;k99_6397_k99_6397_6	NA	PF02514;PF02463;PF13191;PF00005;PF00004;PF01580;PF13555;PF13476;PF13304;PF01032;PF01497;PF00005;PF01078;PF13191;PF13555	1234380	Cutibacterium acnes C1
SRR6145059	k99_11483	deepbgc	0.1.0	deepbgc	k99_11483_322-1492.1	322	1492	1170	1	1	0	0.54803	antibacterial	0.86	0.06	0.17	0.26	NA	0	0.1	0.08	0.32	0.21	0.03	0.31	k99_11483_k99_11483_2	NA	PF01497	1747	Cutibacterium acnes
SRR6145059	k99_11483	deepbgc	0.1.0	deepbgc	k99_11483_2590-4756.1	2590	4756	2166	3	11	1	0.57815	antibacterial	0.63	0.18	0.08	0.02	RiPP	0	0.04	0.09	0.02	0.82	0	0.03	k99_11483_k99_11483_4;k99_11483_k99_11483_5;k99_11483_k99_11483_6	PF08241	PF13555;PF00005;PF03193;PF13604;PF02463;PF13191;PF13304;PF13476;PF16712;PF13649;PF08241	1747	Cutibacterium acnes
SRR6145059	k99_5320	deepbgc	0.1.0	deepbgc	k99_5320_2-1193.1	2	1193	1191	1	1	0	0.5667	antibacterial	0.86	0.06	0.17	0.26	NA	0	0.12	0.07	0.31	0.21	0.03	0.3	k99_5320_k99_5320_1	NA	PF02321	134537	Paraburkholderia fungorum
SRR6145059	k99_14518	deepbgc	0.1.0	deepbgc	k99_14518_58-2451.1	58	2451	2393	3	14	0	0.65724	antibacterial	0.59	0.06	0.17	0.27	NA	0.01	0.08	0.21	0.24	0.32	0.01	0.16	k99_14518_k99_14518_1;k99_14518_k99_14518_2;k99_14518_k99_14518_3	NA	PF13671;PF05729;PF13191;PF00196;PF08279;PF07638;PF05985;PF04545;PF08281;PF13412;PF13384;PF13936;PF00072;PF07730	1747	Cutibacterium acnes
SRR6145059	k99_11485	deepbgc	0.1.0	deepbgc	k99_11485_2-960.1	2	960	958	2	2	1	0.62251	antibacterial	0.86	0.05	0.16	0.25	NA	0	0.08	0.05	0.25	0.17	0.26	0.22	k99_11485_k99_11485_1;k99_11485_k99_11485_2	PF00535	PF00535;PF02467	1747	Cutibacterium acnes
SRR6145059	k99_7546	deepbgc	0.1.0	deepbgc	k99_7546_754-1027.1	754	1027	273	1	1	0	0.50823	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.08	0.07	0.37	0.19	0.03	0.31	k99_7546_k99_7546_3	NA	PF00933	1747	Cutibacterium acnes
SRR6145059	k99_2668	deepbgc	0.1.0	deepbgc	k99_2668_2-2206.1	2	2206	2204	3	4	0	0.59749	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_2668_k99_2668_1;k99_2668_k99_2668_2;k99_2668_k99_2668_3	NA	PF11457;PF08669;PF01571;PF08768	1747	Cutibacterium acnes
SRR6145059	k99_2668	deepbgc	0.1.0	deepbgc	k99_2668_3865-4510.1	3865	4510	645	1	1	0	0.57028	antibacterial	0.83	0.06	0.21	0.26	NA	0	0.05	0.19	0.28	0.2	0.03	0.3	k99_2668_k99_2668_6	NA	PF00486	1747	Cutibacterium acnes
SRR6145059	k99_10412	deepbgc	0.1.0	deepbgc	k99_10412_0-1026.1	0	1026	1026	1	1	0	0.62757	antibacterial	0.86	0.07	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_10412_k99_10412_1	NA	PF01557	1270	Micrococcus luteus
SRR6145059	k99_9909	deepbgc	0.1.0	deepbgc	k99_9909_8431-10429.1	8431	10429	1998	2	15	3	0.67988	NA	0.37	0.39	0.19	0.06	NA	0.02	0.02	0.46	0.04	0.09	0	0.37	k99_9909_k99_9909_9;k99_9909_k99_9909_10	PF01243;PF08242;PF08241	PF02353;PF13489;PF13847;PF08241;PF08242;PF08003;PF13649;PF12847;PF05175;PF06325;PF01135;PF08123;PF10590;PF01243;PF12766	134537	Paraburkholderia fungorum
SRR6145059	k99_15507	deepbgc	0.1.0	deepbgc	k99_15507_413-1587.1	413	1587	1174	2	3	1	0.54007	antibacterial	0.86	0.05	0.17	0.24	NA	0	0.1	0.17	0.31	0.18	0.03	0.27	k99_15507_k99_15507_2;k99_15507_k99_15507_3	PF00903	PF00903;PF13669;PF04452	134537	Paraburkholderia fungorum
SRR6145059	k99_3497	deepbgc	0.1.0	deepbgc	k99_3497_2-260.1	2	260	258	1	1	0	0.65381	antibacterial	0.86	0.05	0.16	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_3497_k99_3497_1	NA	PF13358	34062	Moraxella osloensis
SRR6145059	k99_8608	deepbgc	0.1.0	deepbgc	k99_8608_2-1450.1	2	1450	1448	2	11	3	0.5249	NA	0.23	0.37	0.1	0.03	Terpene	0.06	0	0.08	0.34	0	0.32	0.52	k99_8608_k99_8608_1;k99_8608_k99_8608_2	PF01494;PF01266;PF01593	PF01593;PF13450;PF12831;PF07992;PF00890;PF01946;PF01266;PF03486;PF01494;PF01134;PF01208	1747	Cutibacterium acnes
SRR6145059	k99_13283	deepbgc	0.1.0	deepbgc	k99_13283_997-1246.1	997	1246	249	1	1	0	0.53757	antibacterial	0.84	0.09	0.17	0.23	NA	0	0.08	0.07	0.32	0.2	0.07	0.3	k99_13283_k99_13283_2	NA	PF00932	1747	Cutibacterium acnes
SRR6145059	k99_15743	deepbgc	0.1.0	deepbgc	k99_15743_257-10206.1	257	10206	9949	10	18	4	0.91091	antibacterial	0.64	0.27	0.04	0.21	NA	0.04	0.29	0.26	0.29	0.06	0.12	0.16	k99_15743_k99_15743_1;k99_15743_k99_15743_2;k99_15743_k99_15743_3;k99_15743_k99_15743_4;k99_15743_k99_15743_5;k99_15743_k99_15743_6;k99_15743_k99_15743_7;k99_15743_k99_15743_8;k99_15743_k99_15743_9;k99_15743_k99_15743_10	PF00171;PF01408;PF01118;PF01041	PF00171;PF01557;PF01118;PF01408;PF09290;PF00682;PF07836;PF01557;PF01042;PF06052;PF02311;PF07883;PF04909;PF00266;PF01053;PF01041;PF13520;PF00324	134537	Paraburkholderia fungorum
SRR6145059	k99_10577	deepbgc	0.1.0	deepbgc	k99_10577_7780-8086.1	7780	8086	306	1	1	0	0.52669	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_10577_k99_10577_7	NA	PF00699	134537	Paraburkholderia fungorum
SRR6145059	k99_10577	deepbgc	0.1.0	deepbgc	k99_10577_10496-49441.1	10496	49441	38945	31	103	13	0.92273	NA	0.45	0.28	0.15	0.18	Saccharide	0.02	0.02	0.09	0.03	0	0.85	0.02	k99_10577_k99_10577_10;k99_10577_k99_10577_11;k99_10577_k99_10577_12;k99_10577_k99_10577_13;k99_10577_k99_10577_14;k99_10577_k99_10577_15;k99_10577_k99_10577_16;k99_10577_k99_10577_17;k99_10577_k99_10577_18;k99_10577_k99_10577_19;k99_10577_k99_10577_20;k99_10577_k99_10577_21;k99_10577_k99_10577_22;k99_10577_k99_10577_23;k99_10577_k99_10577_24;k99_10577_k99_10577_25;k99_10577_k99_10577_26;k99_10577_k99_10577_27;k99_10577_k99_10577_28;k99_10577_k99_10577_29;k99_10577_k99_10577_30;k99_10577_k99_10577_31;k99_10577_k99_10577_32;k99_10577_k99_10577_33;k99_10577_k99_10577_34;k99_10577_k99_10577_35;k99_10577_k99_10577_36;k99_10577_k99_10577_37;k99_10577_k99_10577_38;k99_10577_k99_10577_39;k99_10577_k99_10577_40	PF00534;PF00106;PF07993;PF01075;PF02719;PF08659;PF01370;PF01943;PF01408;PF04321;PF00535;PF02706;PF00953	PF01730;PF06414;PF13191;PF00005;PF02492;PF13238;PF13524;PF00534;PF13692;PF04413;PF13579;PF11004;PF01075;PF00408;PF02880;PF02879;PF02878;PF01943;PF13440;PF14667;PF13641;PF00535;PF13477;PF13579;PF13439;PF00534;PF13692;PF13524;PF08659;PF04321;PF00106;PF01370;PF02719;PF16363;PF01073;PF13460;PF13439;PF13579;PF13477;PF00534;PF13692;PF13524;PF13439;PF13579;PF00534;PF13692;PF13524;PF13579;PF00534;PF13692;PF14667;PF13440;PF01943;PF10609;PF13614;PF06564;PF01656;PF13807;PF02706;PF00150;PF13641;PF00535;PF10111;PF13704;PF13641;PF00535;PF10111;PF11316;PF11790;PF00015;PF00672;PF12729;PF02203;PF00953;PF02719;PF01370;PF04321;PF07993;PF01073;PF16363;PF00106;PF02629;PF01408;PF13727;PF00953;PF16363;PF04321;PF01073;PF01370;PF07993;PF13460;PF02719;PF05368;PF00106;PF13641;PF13632;PF00535;PF12710;PF01040;PF01565;PF00106;PF08659;PF13561	134537	Paraburkholderia fungorum
SRR6145059	k99_1089	deepbgc	0.1.0	deepbgc	k99_1089_2-2482.1	2	2482	2480	4	5	0	0.7387	inhibitor	0.37	0.05	0.58	0.14	Polyketide	0	0.1	0.01	0.53	0.11	0	0.25	k99_1089_k99_1089_1;k99_1089_k99_1089_2;k99_1089_k99_1089_3;k99_1089_k99_1089_4	NA	PF07690;PF06609;PF02626;PF02682;PF03746	1747	Cutibacterium acnes
SRR6145059	k99_2759	deepbgc	0.1.0	deepbgc	k99_2759_0-639.1	0	639	639	1	2	0	0.53188	antibacterial	0.83	0.06	0.21	0.24	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_2759_k99_2759_1	NA	PF00532;PF13377	1747	Cutibacterium acnes
SRR6145059	k99_2759	deepbgc	0.1.0	deepbgc	k99_2759_2131-2572.1	2131	2572	441	1	1	0	0.53827	antibacterial	0.86	0.07	0.18	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_2759_k99_2759_3	NA	PF01232	1747	Cutibacterium acnes
SRR6145059	k99_9341	deepbgc	0.1.0	deepbgc	k99_9341_14856-17623.1	14856	17623	2767	3	12	3	0.62793	NA	0.37	0.17	0.36	0.03	NA	0	0.05	0.21	0.06	0.18	0.29	0.21	k99_9341_k99_9341_12;k99_9341_k99_9341_13;k99_9341_k99_9341_14	PF00535;PF08242;PF08241	PF05401;PF13489;PF13847;PF08241;PF08242;PF13649;PF13641;PF00535;PF13632;PF07690;PF06609;PF13347	134537	Paraburkholderia fungorum
SRR6145059	k99_13688	deepbgc	0.1.0	deepbgc	k99_13688_183-13831.1	183	13831	13648	18	31	0	0.7586	antibacterial	0.67	0.22	0.07	0.12	RiPP	0	0.1	0.1	0.11	0.69	0	0.01	k99_13688_k99_13688_1;k99_13688_k99_13688_2;k99_13688_k99_13688_3;k99_13688_k99_13688_4;k99_13688_k99_13688_5;k99_13688_k99_13688_6;k99_13688_k99_13688_7;k99_13688_k99_13688_8;k99_13688_k99_13688_9;k99_13688_k99_13688_10;k99_13688_k99_13688_11;k99_13688_k99_13688_12;k99_13688_k99_13688_13;k99_13688_k99_13688_14;k99_13688_k99_13688_15;k99_13688_k99_13688_16;k99_13688_k99_13688_17;k99_13688_k99_13688_18	NA	PF01978;PF01047;PF12802;PF09339;PF13601;PF13463;PF00005;PF00684;PF13304;PF02463;PF01610;PF06792;PF00196;PF04545;PF08281;PF13412;PF00072;PF02518;PF13581;PF07730;PF00005;PF13476;PF13555;PF13191;PF03193;PF02463;PF13304;PF02687;PF00872;PF00872;PF00440	1747	Cutibacterium acnes
SRR6145059	k99_12133	deepbgc	0.1.0	deepbgc	k99_12133_0-1715.1	0	1715	1715	4	5	0	0.55145	antibacterial	0.7	0.04	0.12	0.18	RiPP	0	0.03	0.23	0.09	0.57	0.02	0.08	k99_12133_k99_12133_1;k99_12133_k99_12133_2;k99_12133_k99_12133_3;k99_12133_k99_12133_4	NA	PF00528;PF00528;PF00528;PF03193;PF00005	1747	Cutibacterium acnes
SRR6145059	k99_691	deepbgc	0.1.0	deepbgc	k99_691_0-462.1	0	462	462	1	1	1	0.57945	antibacterial	0.58	0.09	0.37	0.17	Other	0	0.18	0.5	0.13	0.06	0.01	0.14	k99_691_k99_691_1	PF00155	PF00155	1747	Cutibacterium acnes
SRR6145059	k99_4170	deepbgc	0.1.0	deepbgc	k99_4170_2-14414.1	2	14414	14412	15	35	5	0.83031	antibacterial	0.54	0.13	0.14	0.21	Polyketide	0.01	0.16	0.17	0.54	0.07	0.02	0.03	k99_4170_k99_4170_1;k99_4170_k99_4170_2;k99_4170_k99_4170_3;k99_4170_k99_4170_4;k99_4170_k99_4170_5;k99_4170_k99_4170_6;k99_4170_k99_4170_7;k99_4170_k99_4170_8;k99_4170_k99_4170_9;k99_4170_k99_4170_10;k99_4170_k99_4170_11;k99_4170_k99_4170_12;k99_4170_k99_4170_13;k99_4170_k99_4170_14;k99_4170_k99_4170_15	PF00106;PF01118;PF01370;PF08659;PF00561	PF07690;PF12903;PF12833;PF00165;PF03472;PF00196;PF08281;PF11202;PF00132;PF12680;PF14534;PF02136;PF13561;PF00106;PF08659;PF01370;PF12697;PF00561;PF12146;PF03096;PF06342;PF00756;PF00106;PF08659;PF01370;PF13561;PF04127;PF06980;PF07044;PF17131;PF01557;PF01118;PF09290;PF00682;PF07836	134537	Paraburkholderia fungorum
SRR6145059	k99_15334	deepbgc	0.1.0	deepbgc	k99_15334_600-2837.1	600	2837	2237	2	13	4	0.59815	NA	0.38	0.13	0.3	0.18	NA	0.08	0.08	0.12	0.31	0.04	0.22	0.29	k99_15334_k99_15334_2;k99_15334_k99_15334_3	PF01593;PF02719;PF01370;PF01266	PF00056;PF01370;PF02719;PF16363;PF13460;PF01073;PF03435;PF02254;PF01266;PF12831;PF01946;PF13450;PF01593	2026199	Paraburkholderia aromaticivorans
SRR6145059	k99_9432	deepbgc	0.1.0	deepbgc	k99_9432_345-813.1	345	813	468	1	1	0	0.63772	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_9432_k99_9432_3	NA	PF12823	1270	Micrococcus luteus
SRR6145059	k99_15405	deepbgc	0.1.0	deepbgc	k99_15405_18-4879.1	18	4879	4861	5	17	1	0.80057	antibacterial	0.63	0.19	0.09	0.12	RiPP	0	0.18	0.02	0.04	0.74	0.03	0.01	k99_15405_k99_15405_1;k99_15405_k99_15405_2;k99_15405_k99_15405_3;k99_15405_k99_15405_4;k99_15405_k99_15405_5	PF00561	PF00561;PF12697;PF12146;PF02592;PF12698;PF12679;PF13732;PF13304;PF00005;PF13555;PF13476;PF00196;PF08281;PF01371;PF13936;PF07638;PF00072	1747	Cutibacterium acnes
SRR6145059	k99_2339	deepbgc	0.1.0	deepbgc	k99_2339_335-3743.1	335	3743	3408	3	11	1	0.64528	antibacterial	0.53	0.19	0.22	0.18	Other	0.02	0.19	0.58	0.09	0.03	0.02	0.09	k99_2339_k99_2339_2;k99_2339_k99_2339_3;k99_2339_k99_2339_4	PF00561	PF00440;PF00743;PF07992;PF13738;PF13450;PF13434;PF12146;PF00561;PF12697;PF05057;PF08386	134537	Paraburkholderia fungorum
SRR6145059	k99_1022	deepbgc	0.1.0	deepbgc	k99_1022_35-443.1	35	443	408	1	7	0	0.53759	antibacterial	0.79	0.06	0.16	0.29	NA	0	0.06	0.2	0.3	0.28	0.02	0.19	k99_1022_k99_1022_1	NA	PF13518;PF08281;PF04545;PF13384;PF13936;PF13412;PF02796	1747	Cutibacterium acnes
SRR6145059	k99_13286	deepbgc	0.1.0	deepbgc	k99_13286_260-3108.1	260	3108	2848	2	3	0	0.50137	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.32	0.22	0.03	0.32	k99_13286_k99_13286_1;k99_13286_k99_13286_2	NA	PF00342;PF13620;PF16640	1747	Cutibacterium acnes
SRR6145059	k99_12872	deepbgc	0.1.0	deepbgc	k99_12872_1-5773.1	1	5773	5772	9	7	0	0.66252	antibacterial	0.87	0.06	0.17	0.26	Saccharide-Terpene	0	0.02	0.1	0.13	0.08	0.59	0.69	k99_12872_k99_12872_1;k99_12872_k99_12872_2;k99_12872_k99_12872_3;k99_12872_k99_12872_4;k99_12872_k99_12872_5;k99_12872_k99_12872_6;k99_12872_k99_12872_7;k99_12872_k99_12872_8;k99_12872_k99_12872_9	NA	PF01425;PF02611;PF00487;PF13356;PF03631;PF04120;PF13592	134537	Paraburkholderia fungorum
SRR6145059	k99_8864	deepbgc	0.1.0	deepbgc	k99_8864_2-347.1	2	347	345	1	1	0	0.77992	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_8864_k99_8864_1	NA	PF07398	1747	Cutibacterium acnes
SRR6145059	k99_8864	deepbgc	0.1.0	deepbgc	k99_8864_1864-2131.1	1864	2131	267	1	1	0	0.53734	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.08	0.14	0.32	0.18	0.03	0.29	k99_8864_k99_8864_3	NA	PF01425	1747	Cutibacterium acnes
SRR6145059	k99_10160	deepbgc	0.1.0	deepbgc	k99_10160_153-3830.1	153	3830	3677	7	4	0	0.72356	antibacterial	0.84	0.06	0.17	0.24	NA	0	0.09	0.08	0.35	0.2	0.05	0.31	k99_10160_k99_10160_2;k99_10160_k99_10160_3;k99_10160_k99_10160_4;k99_10160_k99_10160_5;k99_10160_k99_10160_6;k99_10160_k99_10160_7;k99_10160_k99_10160_8	NA	PF03459;PF04686;PF12681;PF01207	134537	Paraburkholderia fungorum
SRR6145059	k99_10824	deepbgc	0.1.0	deepbgc	k99_10824_1-910.1	1	910	909	1	1	0	0.57816	antibacterial	0.83	0.06	0.21	0.25	NA	0	0.09	0.09	0.32	0.22	0.03	0.31	k99_10824_k99_10824_1	NA	PF02540	1747	Cutibacterium acnes
SRR6145059	k99_10824	deepbgc	0.1.0	deepbgc	k99_10824_3401-3776.1	3401	3776	375	1	1	0	0.60047	antibacterial	0.85	0.06	0.18	0.26	NA	0	0.09	0.09	0.32	0.2	0.04	0.32	k99_10824_k99_10824_3	NA	PF01262	1747	Cutibacterium acnes
SRR6145059	k99_7048	deepbgc	0.1.0	deepbgc	k99_7048_297-591.1	297	591	294	1	1	0	0.50672	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_7048_k99_7048_1	NA	PF07561	1747	Cutibacterium acnes
SRR6145059	k99_7306	deepbgc	0.1.0	deepbgc	k99_7306_15-1516.1	15	1516	1501	2	12	0	0.55547	antibacterial	0.54	0.25	0.16	0.06	RiPP	0	0.01	0.05	0.01	0.91	0.02	0	k99_7306_k99_7306_1;k99_7306_k99_7306_2	NA	PF12698;PF01061;PF12679;PF12730;PF02702;PF13304;PF13604;PF00005;PF13191;PF13555;PF13514;PF13476	1747	Cutibacterium acnes
SRR6145059	k99_1845	deepbgc	0.1.0	deepbgc	k99_1845_1-913.1	1	913	912	1	1	1	0.62209	antibacterial	0.86	0.05	0.16	0.25	NA	0	0.08	0.05	0.25	0.17	0.26	0.22	k99_1845_k99_1845_1	PF00535	PF00535	134537	Paraburkholderia fungorum
SRR6145059	k99_4505	deepbgc	0.1.0	deepbgc	k99_4505_99-1131.1	99	1131	1032	1	3	0	0.58449	antibacterial	0.84	0.15	0.23	0.24	NA	0	0.08	0.23	0.29	0.17	0.02	0.26	k99_4505_k99_4505_1	NA	PF02983;PF13241;PF00743	1270	Micrococcus luteus
SRR6145059	k99_8945	deepbgc	0.1.0	deepbgc	k99_8945_2-545.1	2	545	543	1	1	0	0.51501	antibacterial	0.78	0.06	0.17	0.25	NA	0	0.09	0.2	0.25	0.2	0.03	0.27	k99_8945_k99_8945_1	NA	PF00364	1270	Micrococcus luteus
SRR6145059	k99_3184	deepbgc	0.1.0	deepbgc	k99_3184_1255-3144.1	1255	3144	1889	2	3	0	0.56089	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.08	0.33	0.21	0.02	0.31	k99_3184_k99_3184_3;k99_3184_k99_3184_4	NA	PF01546;PF07364;PF07171	134537	Paraburkholderia fungorum
SRR6145059	k99_11567	deepbgc	0.1.0	deepbgc	k99_11567_2-2367.1	2	2367	2365	3	3	1	0.67972	antibacterial	0.52	0.18	0.34	0.16	Other	0	0.1	0.73	0.06	0.02	0	0.09	k99_11567_k99_11567_1;k99_11567_k99_11567_2;k99_11567_k99_11567_3	PF00155	PF00155;PF12897;PF11575	1747	Cutibacterium acnes
SRR6145059	k99_13775	deepbgc	0.1.0	deepbgc	k99_13775_1426-1843.1	1426	1843	417	1	1	0	0.5195	antibacterial	0.83	0.06	0.21	0.26	NA	0	0.05	0.19	0.28	0.2	0.03	0.3	k99_13775_k99_13775_3	NA	PF00486	1747	Cutibacterium acnes
SRR6145059	k99_6154	deepbgc	0.1.0	deepbgc	k99_6154_6953-16474.1	6953	16474	9521	8	21	1	0.56432	antibacterial	0.66	0.04	0.18	0.38	Polyketide	0.04	0.01	0.29	0.6	0.02	0.03	0.02	k99_6154_k99_6154_10;k99_6154_k99_6154_11;k99_6154_k99_6154_12;k99_6154_k99_6154_13;k99_6154_k99_6154_14;k99_6154_k99_6154_15;k99_6154_k99_6154_16;k99_6154_k99_6154_17	PF00378	PF07690;PF06779;PF05977;PF00083;PF04209;PF09298;PF01557;PF07690;PF05977;PF00083;PF05631;PF12832;PF13347;PF06779;PF07690;PF00083;PF00378;PF16113;PF00389;PF02826;PF03446	134537	Paraburkholderia fungorum
SRR6145059	k99_13206	deepbgc	0.1.0	deepbgc	k99_13206_2-1669.1	2	1669	1667	2	2	1	0.55926	antibacterial	0.86	0.06	0.17	0.25	NA	0	0.07	0.36	0.21	0.14	0.03	0.25	k99_13206_k99_13206_1;k99_13206_k99_13206_2	PF01553	PF00275;PF01553	1270	Micrococcus luteus
SRR6145059	k99_15512	deepbgc	0.1.0	deepbgc	k99_15512_236-1889.1	236	1889	1653	1	1	0	0.54957	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_15512_k99_15512_2	NA	PF13320	1747	Cutibacterium acnes
SRR6145059	k99_933	deepbgc	0.1.0	deepbgc	k99_933_1-280.1	1	280	279	1	1	0	0.52866	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.09	0.07	0.33	0.21	0.03	0.32	k99_933_k99_933_1	NA	PF04719	9606	Homo sapiens
SRR6145059	k99_4912	deepbgc	0.1.0	deepbgc	k99_4912_2-1160.1	2	1160	1158	1	2	0	0.6963	antibacterial	0.87	0.06	0.17	0.26	NA	0	0.08	0.04	0.28	0.19	0.18	0.28	k99_4912_k99_4912_1	NA	PF05048;PF13229	1747	Cutibacterium acnes
SRR6145059	k99_2433	deepbgc	0.1.0	deepbgc	k99_2433_2-425.1	2	425	423	1	1	0	0.52939	antibacterial	0.74	0.05	0.26	0.21	NA	0.02	0.45	0.09	0.44	0.11	0.02	0.16	k99_2433_k99_2433_1	NA	PF00266	1270	Micrococcus luteus
SRR6145059	k99_4509	deepbgc	0.1.0	deepbgc	k99_4509_1-1079.1	1	1079	1078	2	3	1	0.69332	antibacterial	0.86	0.07	0.17	0.27	NA	0	0.07	0.13	0.31	0.2	0.03	0.32	k99_4509_k99_4509_1;k99_4509_k99_4509_2	PF01243	PF12900;PF01243;PF00775	1270	Micrococcus luteus
SRR6145059	k99_9115	deepbgc	0.1.0	deepbgc	k99_9115_402-2768.1	402	2768	2366	2	3	1	0.5253	antibacterial	0.52	0.18	0.34	0.16	Other	0	0.1	0.73	0.06	0.02	0	0.09	k99_9115_k99_9115_2;k99_9115_k99_9115_3	PF00155	PF00584;PF12897;PF00155	1747	Cutibacterium acnes
SRR6145059	k99_10007	deepbgc	0.1.0	deepbgc	k99_10007_29216-32877.1	29216	32877	3661	3	6	0	0.56907	antibacterial	0.72	0.05	0.09	0.32	Polyketide	0.01	0.01	0.14	0.62	0.18	0	0.04	k99_10007_k99_10007_25;k99_10007_k99_10007_26;k99_10007_k99_10007_27	NA	PF00072;PF00196;PF08281;PF07690;PF12832;PF07690	134537	Paraburkholderia fungorum
SRR6145059	k99_6560	deepbgc	0.1.0	deepbgc	k99_6560_0-1015.1	0	1015	1015	2	4	1	0.68889	antibacterial	0.76	0.06	0.15	0.25	Saccharide	0	0.03	0.05	0.14	0.07	0.66	0.06	k99_6560_k99_6560_1;k99_6560_k99_6560_2	PF00534	PF13692;PF00534;PF13524;PF01756	1270	Micrococcus luteus
